,address,chain_name,city,store_name,chain_code,store_code
1997,יגאל אלון 94,סופר פארם,תל אביב,"מגדלי אלון ת""א",7290172900007,261
1998,יגאל אלון 94,טיב טעם סיטי,תל אביב,יגאל אלון,7290873255550,80
1999,יד חרוצים 18,רמי לוי,ירושלים,בזק מחסני מזון,7290058140886,2
2001,יד-חרוצים 18,סופר פארם,ירושלים,קניון האחים ישראל,7290172900007,285
2003,יהדות דרום אפריקה 14,מחסני השוק,אופקים,אופקים,7290661400001,40
2005,יהודה 30,נתיב החסד,ערד,ערד,7290058160839,51
2007,יהודה איטין 4,שופרסל דיל,חיפה,אדמירליטי חיפה- איטי,7290027600007,258
2009,יהודה בורלא 5,סופר פארם,ירושלים,ניות,7290172900007,2
2011,יהודה הלוי 113,מחסני השוק,טבריה,טבריה הדר,7290661400001,75
2013,יהודה הלוי 113,יוחננוף,טבריה,טבריה תחתית,7290803800003,38
2015,יהודה הלוי 114,am:pm,תל אביב,יהודה הלוי,7290492000005,560
2016,יהודה הלוי 38,זול ובגדול,אשקלון,אשקלון עתיקות,7290000000001,18
2018,יהודה הלוי 40,ויקטורי,תל אביב,סיטי יהודה הלוי,7290696200003,67
2019,יהודה הלוי 45 פינת אלנבי,גוד פארם,תל אביב,"ת""א - יהודה הלוי 45",7290058197699,480
2020,יהודה המכבי 69,טיב טעם סיטי,תל אביב,סיטי יהודה המכבי,7290873255550,75
2021,יהודה הנחתום 11,גוד פארם,באר שבע,G7,7290058197699,702
2023,יהודה הנשיא,שופרסל שלי,קרית טבעון,טבעון- יהודה הנשיא,7290027600007,303
2025,יהודה הנשיא 34,שופרסל אקספרס,תל אביב,נווה אביבים,7290027600007,742
2026,יהודה הנשיא פינת רבי שמעון,BE,אלעד,מדיקל אלעד,7290027600007,696
2028,יהודה מכבי 72,סופר יודה,תל אביב,יהודה המכבי,7290000000002,19
2029,יהודה מכבי 72,סופר יודה,תל אביב,יהודה המכבי,7290000000002,210
2030,יהודה מכבי 81,שופרסל אקספרס,תל אביב,"ת""א- יהודה המכבי",7290027600007,305
2031,יהונתן נתניהו 6,yellow,אור יהודה,פז אור יהודה - רונית,7290644700005,261
2033,יהושוע חנקין 14,רמי לוי,עפולה,עפולה,7290058140886,11
2035,יהושע בן נון 77,Carrefour market (קרפור מרקט),ראש העין,ראש העין,7290055700007,26
2037,יהושע ברוכי 2,מעיין 2000,ירושלים,גילה,7290058159628,18
2039,יואל 1,זול ובגדול,ירושלים,יואל,7290000000001,5
2041,יואל 14,שפע ברכת השם קרוב לבית,ירושלים,יואל,7290058134977,6
2043,יובל ניב 1,סופר ספיר,קרית שמונה,קרית שמונה,7290058156016,22
2045,יוני נתניהו 21,סופר חביב,גבעת שמואל,גבעת שמואל,7290876100000,47
2047,יונתן 1,שופרסל אקספרס,בית חשמונאי,בית חשמונאי,7290027600007,84
2049,יוסטפל 92 בת-ים,סופר פארם,בת ים,בת-ים,7290172900007,115
2051,יוסי שריד 6,סופר פארם,הרצליה,גליל-ים הרצליה,7290172900007,314
2053,יוסף חכמי 30,זול ובגדול,ירושלים,בית וגן חכמי,7290000000001,8
2055,יוסף ספיר 9,שופרסל שלי,רמת גן,רמת גן- קריניצי,7290027600007,30
2057,יוספטל 23,ויקטורי,לוד,לוד,7290696200003,10
2059,"יוספטל 5, מתחם הרכבת",סופר פארם,לוד,רכבת לוד,7290172900007,303
2061,יותם 20,שופרסל אקספרס,חיפה,יותם,7290027600007,353
2063,יחד שבטי ישראל פינת שבט יהודה,נתיב החסד,אחיסמך,אחיסמך,7290058160839,50
2065,"ילדי טהרן 5 פינת משה דיין ראשל""צ",סופר פארם,ראשון לציון,משה-דיין,7290172900007,136
2067,ילדי טהרן 7,סטופמרקט,ראשון לציון,ראשון לציון,7290639000004,10
2069,ים סוף 101,מעיין 2000,ירושלים,ים סוף מאה ואחד,7290058159628,2
2071,ים סוף 17,מעיין 2000,ירושלים,סנהדריה - רמת אשכול,7290058159628,3
2073,יעל רום 8,שופרסל אקספרס,פתח תקווה,שופרסל  אם המושבות,7290027600007,390
2075,יעלים 34,מחסני השוק בסיטי,באר שבע,יעלים,7290661400001,16
2077,יעקב 3,סופר ברקת,רחובות,רחובות,7290875100001,63
2079,יעקב 41,שופרסל אקספרס,רחובות,רחובות,7290027600007,445
2081,יעקב כהן 12,רמי לוי בשכונה,באר שבע,סופר באר שבע רגר,7291056200008,325
2083,יעקב כהן 8,שופרסל אקספרס,באר שבע,".ב""ש אביסרור",7290027600007,444
2085,יעקובי 1,שופרסל שלי,רחובות,רחובות- יעקובי,7290027600007,271
2087,יפו 113,זול ובגדול,ירושלים,השוק,7290000000001,16
2089,יפו 180 כביש חיפה תא,yellow,חיפה,בת-גלים,7290644700005,323
2091,יפו 212,זול ובגדול,ירושלים,יפו 212,7290000000001,40
2093,יפו 234 ירושלים,סופר פארם,ירושלים,"ת""מ ירושלים",7290172900007,94
2095,יצחק בן צבי 4,גוד פארם,באר שבע,באר שבע תחנה מרכזית,7290058197699,701
2097,יצחק מאיר הכהן 2,ברכל,בני ברק,רמת אהרון,7290058160839,247
2099,יצחק רבין 11,פוליצר,חדרה,ניסן,7291059100008,4
2101,יצחק רבין 17,שופרסל דיל,פתח תקווה,"פ""ת- יכין סנטר",7290027600007,290
2103,יצחק רבין 5,סופר פארם,אור יהודה,ביג אור-יהודה,7290172900007,193
2105,יצחק שדה 35,am:pm,תל אביב,טברסקי,7290492000005,540
2106,יציאה צפונית של אשדוד ליד ניר גלים,yellow,אשדוד,ניר גלים,7290644700005,146
2108,יקותיאל אדם 2,זול ובגדול,ירושלים,פסגת זאב יקותאל אדם,7290000000001,11
2110,ירדן 1,סלאח דבאח ובניו,באר שבע,באר שבע,7290526500006,13
2112,ירושלים  70,יש בשכונה,בני ברק,בני ברק- ירושלים,7290027600007,12
2114,ירושלים 13,סופר יודה,רעננה,רעננה,7290000000002,35
2115,ירושלים 13,סופר יודה,רעננה,רעננה,7290000000002,234
2117,ירושלים 34,ויקטורי,רעננה,פארק רעננה,7290696200003,69
2119,ירושלים 35,Carrefour city (קרפור סיטי),קרית אונו,קיראון,7290055700007,1430
2120,ירושלים הבירה,שופרסל דיל,בית שאן,בית שאן-ירושלים הבירה,7290027600007,215
2122,ירושלים השלמה 52,שופרסל דיל,אילת,אילת נחל אורה,7290027600007,208
2124,ירמיהו 1,מעיין 2000,ירושלים,ירמיהו,7290058159628,6
2126,ישעיהו 1,סופר יודה,תל אביב,ישעיהו,7290000000002,205
2127,ישעיהו 1,סופר יודה,תל אביב,ישעיהו,7290000000002,3
2128,ישעיהו משורר 11,שירה מרקט,פתח תקווה,פתח תקווה,7290058160839,301
2130,ישפרו סנטר,שופרסל דיל,מודיעין-מכבים-רעות,מודיעין- ישפרו סנטר,7290027600007,134
2132,ישראל וישנגרד המסגר 6,סופר דוש,בת ים,מהדרין,7290876100000,38
2134,"כביש 241, 9 ק""מ דרומית לאופקים",אלונית,אורים,אורים,7290492000005,651
2136,כביש 3,מיני סופר אלונית,טל שחר,טל שחר,7290492000005,961
2138,כביש 3 ליד מחנה עמנואל,מיני סופר אלונית,נגבה,נגבה,7290492000005,902
2140,כביש 31,מיני סופר אלונית,להבים,להב,7290492000005,654
2142,כביש 35 אשקלון קרית גת,מיני סופר אלונית,משען,משען,7290492000005,904
2144,כביש 35 כניסה לקיבוץ יד נתן,מיני סופר אלונית,יד נתן,יד נתן,7290492000005,901
2146,כביש 352 בכניסה למושב נהורה,מיני סופר אלונית,נהורה,נהורה,7290492000005,861
2148,כביש 4,yellow,גבעת שמואל,מתחם פז אורלי גבעת ש,7290644700005,271
2150,כביש 4 - צומת החרש גבעת עדה בנימינה,מיני סופר אלונית,בנימינה-גבעת עדה,בנימינה מערב,7290492000005,834
2152,כביש 4 אחרי צומת קדימה (לכיוון לצפו,yellow,קדימה-צורן,מתחם קדימה,7290644700005,184
2154,כביש 4 מול הכניסה לנהריה,yellow,נהריה,מתחם נהריה,7290644700005,316
2156,כביש 4 צומת בנימינה,yellow,בנימינה-גבעת עדה,בנימינה ברניצקי,7290644700005,303
2158,כביש 4 תל אביב -אשדוד מול מרכז חיזו,yellow,בית דגן,הסיירים,7290644700005,108
2160,כביש 40 - כביש 4 צומת ראם - קרית מל,yellow,קרית מלאכי,ברורים,7290644700005,191
2162,כביש 40 בין צומת בילו לרמלה,yellow,רמלה,בית מור,7290644700005,245
2164,כביש 40 בכניסה לקיבוץ גבעת ברנר,yellow,גבעת ברנר,פז נויה - נועם חדד,7290644700005,266
2166,כביש 40 מול מושב אלישמעבכניסה המזר,yellow,הוד השרון,פז אלישמע  -ניצן פרנ,7290644700005,270
2168,"כביש 40, צומת תימורים, ליד תחנת הדלק סדש",שוק העיר,קרית מלאכי,תימורים,7290058148776,15
2170,כביש 411 ליד הכניסה למזכרת בתיה.,yellow,מזכרת בתיה,מזכרת בתיה - אברהם ג,7290644700005,259
2172,כביש 44,מיני סופר אלונית,בית דגן,בית דגן,7290492000005,918
2174,כביש 444 צומת קיבוץ חורשים,yellow,חגור,חגור,7290644700005,213
2176,"כביש 444, תחנת דלק דור אלון",מיני סופר אלונית,עינת,עינת נוחות,7290492000005,666
2178,"כביש 444, תחנת דלק דור אלון",סופר אלונית,עינת,עינת,7290492000005,657
2180,כביש 574 מול קיבוץ מענית,מיני סופר אלונית,מענית,מענית,7290492000005,922
2182,כביש 57צומת השרוןבכניסה לנורדיה,yellow,בית יצחק-שער חפר,בית יצחק - שיר אבידן,7290644700005,375
2184,"כביש 581 בין צומת הרוא""ה וצומת ברקאי",מיני סופר אלונית,להבות חביבה,להבות חביבה,7290492000005,647
2186,כביש 6 בכיוון צפון,מיני סופר אלונית,נען,נען מזרח,7290492000005,940
2188,כביש 6 לכיוון דרום,מיני סופר אלונית,מגל,מגל מערב,7290492000005,947
2190,כביש 6 לכיוון צפון,מיני סופר אלונית,מגל,מגל מזרח,7290492000005,948
2192,כביש 60  ביציאה הדרומית מירושלים,yellow,ירושלים,דרך המנהרות,7290644700005,542
2194,כביש 60 בכניסה לקיבוץ מזרע,מיני סופר אלונית,מזרע,מזרע,7290492000005,860
2196,כביש 60 בכניסה לקרית ארבע,yellow,קרית ארבע,קרית ארבע - חדשה - ל,7290644700005,532
2198,כביש 65 לכיוון צומת גולני,yellow,טורעאן,מצפה טורען,7290644700005,413
2200,כביש 65 מזרחית לצומת עם כביש 4,מיני סופר אלונית,חדרה,עוקף חדרה,7290492000005,992
2202,כביש 65 מרכז כפר תבור לכיוון צפון,yellow,כפר תבור,כפר-תבור,7290644700005,328
2204,כביש 75,קינג סטור,יפיע,יפיע,7290058108879,17
2206,כביש 75דרך העמקים מול קניון לב המ,yellow,חיפה,לב המפרץ - נופר זיו,7290644700005,392
2208,כביש 781 אחרי דור אלון מצד שמאל,קינג סטור,אעבלין,דוכאן אעבלין,7290058108879,337
2209,כביש 781 מול כפר מנדא,yellow,כפר מנדא,כפר מנדא,7290644700005,421
2211,כביש 85,מיני סופר אלונית,כרמיאל,בקעת בית הכרם,7290492000005,828
2213,כביש 85 עכו צפת,yellow,מג'ד אל-כרום,מתחם בקעת בית הכרם,7290644700005,417
2215,כביש 90 לפני קרית שמונה,מיני סופר אלונית,קרית שמונה,צומת הגומא,7290492000005,658
2217,כביש 92,מיני סופר אלונית,האון,האון,7290492000005,804
2219,"כביש 99, בין צומת מצודות לצומת הבניאס",מיני סופר אלונית,הגושרים,גן הצפון,7290492000005,912
2221,כביש אשקלון אשדוד צומת סילבר,yellow,אשקלון,סילבר,7290644700005,210
2223,"כביש אשקלון ת""א- מספר4",מיני סופר אלונית,גן יבנה,גן יבנה,7290492000005,903
2225,כביש בית דגן- ראשון לציון מול המכו,yellow,ראשון לציון,מתחם נחלת יהודה,7290644700005,212
2227,כביש בית שמש - ים,yellow,ירושלים,צומת האלה- איאד בדר,7290644700005,516
2229,כביש בית שמש-שער הגיא,yellow,מסילת ציון,מסילת ציון  - רז חיי,7290644700005,528
2231,כביש בכניסה לבית שמש,yellow,בית שמש,מתחם בית שמש - יוסף,7290644700005,518
2233,כביש בש מצפה רמוןאתר עבדת,yellow,באר שבע,מתחם עבדת,7290644700005,611
2235,כביש בש סדום א.ת דימונה,yellow,דימונה,מתחם דימונה,7290644700005,607
2237,כביש גהה בני ברקעי קוקה קולה,yellow,בני ברק,מתחם יציב,7290644700005,153
2239,כביש החוף - בכניסה לכפר ויתקין,yellow,כפר ויתקין,מתחם חופית -ניתוב-רא,7290644700005,342
2241,כביש הערבה מושב עין חצבה,yellow,עין חצבה,מתחם עין - חצבה,7290644700005,609
2243,כביש התענכים,yellow,עפולה,מתחם תענכים - שאדי ח,7290644700005,367
2245,כביש חדרה-בית ליד  (בכניסה למכללת ר,yellow,מעברות,מתחם זך,7290644700005,324
2247,כביש חיפה - תל אביב ביציאה מחיפה,yellow,חיפה,מתחם חוף הכרמל,7290644700005,333
2249,כביש חיפה תל אביב בצומת נתניה צפון,yellow,נתניה,מתחם צומת נתניה,7290644700005,340
2251,כביש חיפה-חדרהצומת חדרה,yellow,חדרה,מתחם חדרה,7290644700005,308
2253,כביש חיפה-תא הישןצומת עתלית,yellow,עתלית,עתלית,7290644700005,331
2255,כביש ישן עכו-נהריה מול מכללת הגליל,yellow,עכו,עכו צפון-סיוון חי צי,7290644700005,300
2257,כביש כוכב יאיר -צור יגאל,yellow,כוכב יאיר,כוכב יאיר,7290644700005,238
2258,כביש מגידו חדרהנחל עירון,yellow,כפר קרע,מתחם גיא-עירון ,7290644700005,325
2260,כביש מגן מבטחים-צומת מגן,yellow,באר שבע,אשכול,7290644700005,614
2262,כביש מס 2 - כביש החוף יציאה מהרצליה,yellow,הרצליה,מתחם רונית,7290644700005,136
2264,כביש מס 65,מיני סופר אלונית,גבעת עוז,גבעת עוז,7290492000005,661
2266,כביש מס 71 עפולה- בית שאן,yellow,עפולה,און עפולה,7290644700005,405
2268,כביש מס 899 בקמ ה-14 מצפה גרנות,yellow,גורנות הגליל,גרנות הגליל- סיון חי,7290644700005,399
2270,כביש מס' 90 (כביש הערבה) בכניסה לישוב,מיני סופר אלונית,צוקים,צוקים,7290492000005,815
2272,כביש מסובים יהוד- צומת סביון,yellow,אור יהודה,מתחם סביון,7290644700005,132
2274,כביש נהריה - ראש הנקרהא.ת.לימן,yellow,נהריה,סולם-צור- אדיר גרינב,7290644700005,362
2276,כביש עוקף נצרת,yellow,נצרת,מתחם עוקף נצרת,7290644700005,349
2278,כביש עוקף רמלה דרך ירושלים,yellow,רמלה,מתחם עוקף רמלה ,7290644700005,178
2280,כביש פרדס חנה-כרכוררחוב המושב,yellow,פרדס חנה-כרכור,כרכור,7290644700005,312
2282,כביש צפת - עכו ליד כפר מכר,yellow,ג'דיידה-מכר,מכר,7290644700005,360
2284,כביש צפת עכו,yellow,דייר אל-אסד,בעינה-סופיאן דבאח,7290644700005,365
2286,כביש ראש פינה צפת מול מצפה הימים,מיני סופר אלונית,צפת,צפת,7290492000005,913
2288,כביש ראשי,קינג סטור,אום אל-פחם,אום אלפחם,7290058108879,1
2290,כביש ראשי,קינג סטור,דאלית אל-כרמל,דליית אל כרמל,7290058108879,10
2292,כביש ראשי,קינג סטור,דבוריה,דבוריה,7290058108879,2
2294,כביש ראשי,קינג סטור,קלנסווה,קלנסווה,7290058108879,5
2296,כביש ראשי,מיני סופר אלונית,אלקנה,אלקנה,7290492000005,848
2298,כביש ראשי ליד תחנת דלק פז ,קינג סטור,טמרה,טמרה,7290058108879,9
2300,כביש ראשי עוספיה ביציאה לכיוון חיפ,yellow,עספיא,עוספיה -אבי קופרפרב,7290644700005,389
2302,כביש ראשלצ-נס ציונה צומת גן הורדים,yellow,ראשון לציון,מתחם מנחם,7290644700005,195
2304,כביש שפרעם - אחיהודאעבלין,yellow,טמרה,תמרה,7290644700005,359
2306,"כביש ת""א חיפה הישן מול נחל מערות",מיני סופר אלונית,עין כרמל,עין כרמל,7290492000005,911
2308,כביש תא-חיפה מחלף הסירה,yellow,הרצליה,מתחם אשל,7290644700005,135
2310,כהנמן 106 (צומת קוקה קולה),שוק העיר,בני ברק,בני ברק,7290058148776,12
2312,כהנמן 107,שפע ברכת השם,בני ברק,כהנמן בני ברק,7290058134977,23
2314,כהנמן 151,נתיב החסד,בני ברק,כהנמן,7290058160839,23
2316,כובשי החרמון 10,ברכל,רחובות,רחובות הגדול,7290058160839,213
2318,כורש 5,שופרסל דיל,עפולה,עפולה- כורש,7290027600007,251
2320,כיכר דניה,מחסני השוק בשבילך,ירושלים,בית הכרם ירושלים,7290633800006,202
2322,כיכר הגבורה,BE,אריאל,אריאל,7290027600007,787
2324,כיכר יהלום 1,מעיין 2000,מעלה אדומים,כיכר יהלום,7290058159628,45
2326,כיכר מאירהוף 4,מחסני מזון,חיפה,קריית אליעזר,7290876100000,14
2328,כיכר מאירהוף 44,גוד פארם,חיפה,כיכר מאירהוף,7290058197699,151
2330,"כיכר רמב""ם 3",סופר פארם,רמת גן,אורדע,7290172900007,50
2332,ככר מאירהוף,שופרסל דיל,חיפה,חיפה- קרית אליעזר,7290027600007,312
2334,ככר פז שד' לכיש קרית גת,סופר פארם,קרית גת,לב העיר קרית גת,7290172900007,122
2336,כניסה לישוב,מיני סופר אלונית,יזרעאל,יזרעאל,7290492000005,852
2338,כניסה לישוב,מחסני השוק בסיטי,צופים,צופים,7290661400001,66
2340,"כניסה למושב נווה ירק, כביש מספר 40",מיני סופר אלונית,נווה ירק,נווה ירק,7290492000005,978
2342,כניסה לפקיעיןצומת חוסן-רמה,yellow,פקיעין חדשה,פקיעין,7290644700005,371
2343,"כניסה לקיבוץ ,צומת אחיהוד מזרחית לעכו",מיני סופר אלונית,יסעור,יסעור,7290492000005,644
2345,"כניסה לקיבוץ הזורע ,כביש 66",מיני סופר אלונית,הזורע,הזורע,7290492000005,921
2347,כניסה צפונית לאבן יהודה מצומת קדימה,yellow,אבן יהודה,פז הדסים,7290644700005,254
2349,כניסה ראשית של אשקלון-כ.אשקלון-עזה,yellow,אשקלון,אשקלון גלים,7290644700005,122
2351,כנסת יחזקאל 6,שפע ברכת השם קרוב לבית,ביתר עילית,כנסת יחזקאל,7290058134977,19
2353,כנפי נשרים 22 גבעת שאול ירושלים,סופר פארם,ירושלים,גבעת שאול,7290172900007,88
2355,כנפי נשרים 24,יש חסד,ירושלים,כנפי נשרים,7290027600007,496
2357,כנפי נשרים 26,רמי לוי,ירושלים,כנפי נשרים,7290058140886,22
2359,כף החיים 38,שפע ברכת השם קרוב לבית,ביתר עילית,כף החיים,7290058134977,1
2361,כפר איכסאל,yellow,נצרת,איכסל,7290644700005,406
2363,כפר יאסיף,yellow,כפר יאסיף,כפר יסיף,7290644700005,407
2365,כפר-יאסיף 15,סופר פארם,כפר יאסיף,כפר יאסיף,7290172900007,134
2367,כצנלסון 129,am:pm,גבעתיים,כצנלסון גבעתיים,7290492000005,531
2369,כצנלסון 19,שופרסל אקספרס,גבעתיים,גבעתיים- כצנלסון,7290027600007,379
2371,כרמלים אזהת טירת הכרמל ,yellow,טירת כרמל,מתחם טירת הכרמל,7290644700005,356
2373,לב האגם 10,יש חסד,טבריה,טבריה עלית-לב האגם,7290027600007,111
2375,"לב העיר 2, קניון עזריאלי",טיב טעם סיטי,מודיעין-מכבים-רעות,מודיעין סיטי עזריאלי,7290873255550,86
2377,לב השרון 422,שופרסל שלי,קדימה-צורן,צורן קדימה- לב השרון,7290027600007,357
2379,לבונה 7,קינג סטור,חיפה,כבאביר חיפה,7290058108879,14
2381,לואי ליפסקי 39,זול ובגדול,ירושלים,רמות א,7290000000001,23
2383,לואיס ברנדס 3,שערי רווחה,ירושלים,לואיס ברנדס,7290027600007,176
2385,לוחמי הגטאות 1,מחסני השוק,צפת,צפת,7290661400001,76
2387,לוחמי הגטאות 36,שופרסל דיל,נהריה,נהריה- לוחמי הגטאות,7290027600007,121
2389,לוחמי הגטאות 9,קשת טעמים,נהריה,נהריה,7290785400000,2
2391,לוי אשכול 37,מחסני השוק בשבילך,כפר סבא,כפר סבא,7290633800006,290
2393,לוי משה 8,כל בו חצי חינם,ראשון לציון,תוצרת חקלאית שוק,7290700100008,8
2395,לוינסקי 108 תל אביב,סופר פארם,תל אביב,תחנה מרכזית,7290172900007,33
2396,לוריא 8,אלונית,תל אביב,חניון כיכר דיזינגוף,7290492000005,858
2397,"לח""י 2",BE,ראשון לציון,ראשון לציון,7290027600007,782
2399,"לח""י 4",קשת טעמים,ראשון לציון,ראשון לציון מערב,7290785400000,24
2401,"לח""י 8",מחסני מזון,טירת כרמל,טירת הכרמל,7290876100000,6
2403,"לחי 4, מתחם G",רמי לוי,ראשון לציון,ראשון לציון,7290058140886,43
2405,ליבריה 2 דניה,שופרסל שלי,חיפה,חיפה- דניה,7290027600007,38
2407,ליד כביש 4,מיני סופר אלונית,בנימינה-גבעת עדה,גבעת עדה,7290492000005,995
2409,ליד כביש 4 ורחוב בולטימור,מיני סופר אלונית,עכו,עכו,7290492000005,960
2411,ליד כביש 90,מיני סופר אלונית,עמיעד,עמיעד,7290492000005,843
2413,ליד מרכז כדורי בין כפר תבור לצומת גולני,מיני סופר אלונית,בית קשת,בית קשת,7290492000005,645
2415,ליד קוסמוס חוצות להב עמק שרה,yellow,באר שבע,עמק שרה,7290644700005,631
2417,ליד שפרעם,yellow,ביר אל-מכסור,ביר אל מכסור,7290644700005,425
2419,לילינבלום 15,נתיב החסד,נתניה,נתניה לילינבלום,7290058160839,42
2421,לינקולן 16,ויקטורי,תל אביב,לינקולן תל אביב,7290696200003,44
2422,לינקולן 9,am:pm,תל אביב,לינקולן,7290492000005,510
2423,לישנסקי 9 ראשון לציון,סופר פארם,ראשון לציון,לישנסקי,7290172900007,51
2425,לנדאו 16,סופר ברקת,חולון,ברקת בסיטי חולון,7290875100001,62
2427,לנדאו 7,פרשמרקט,רמת גן,מרום נווה,7290876100000,40
2429,לנדאו 7 רמת גן,סופר פארם,רמת גן,מרום נווה,7290172900007,64
2431,מ.מסחרי יקנעם עלית,יש בשכונה,יקנעם עילית,יוקנעם עילית-היובלים,7290027600007,329
2433,"מ.תדיראן,ק.עקרון",שופרסל דיל,רחובות,"קרית עקרון- ביל""ו",7290027600007,283
2435,מאה שערים 21 פינת חבקוק 6,זול ובגדול,ירושלים,מאה שערים,7290000000001,4
2437,מאה שערים 42,good מרקט,ירושלים,גוד מרקט מאה שערים,7290027600007,772
2439,"מאז""ה 42",טיב טעם סיטי,תל אביב,"דיילי מאז""ה",7290873255550,57
2440,מאיר גרשון 46,מעיין 2000,ירושלים,פסגת זאב,7290058159628,4
2442,מאיר גרשון פ. יוסף נדבה 3/1 ,מחסני השוק בשבילך,ירושלים,פסגת זאב מזרח ירושלים,7290633800006,223
2444,מאיר יערי 19,שופרסל אקספרס,תל אביב,מאיר יערי תל אביב,7290027600007,385
2445,מאירוביץ 17,שופרסל אקספרס,ראשון לציון,"מאירוביץ ראשל""צ",7290027600007,360
2447,מאפו 7,מחסני השוק בסיטי,באר שבע,נווה זאב,7290661400001,30
2449,מבצע ליטני 37,שירה מרקט,רחובות,אושיות,7290058160839,237
2451,מבצע סיני 16,גוד פארם,בת ים,בת ים - מבצע סיני,7290058197699,300
2453,מבצע עובדה 2,מחסני השוק בסיטי,באר שבע,מבצע עובדה- מצדה,7290661400001,81
2455,מבצע קדש 60,מיני סופר אלונית,בני ברק,אצטדיון בני ברק,7290492000005,915
2457,מבצע קדש 66,רמי לוי,בני ברק,רמת גן  איילון,7290058140886,16
2459,מגדיאל 54,רמי לוי בשכונה,הוד השרון,הוד השרון,7291056200008,334
2461,מדע 77,שופרסל דיל,מגדל העמק,מגדל העמק- המדע,7290027600007,281
2463,מדר פינת דרך ירושלים,Carrefour market (קרפור מרקט),רחובות,שרונה רחובות,7290055700007,2740
2465,מודיעים סנטר צאלון 21,BE,מודיעין-מכבים-רעות,מודיעין,7290027600007,652
2467,מוטי קינד 1,רמי לוי,רחובות,רחובות,7290058140886,41
2469,מוטי קינד 10,יוחננוף,רחובות,מרכז סנטרו רחובות,7290803800003,31
2471,מורד הגיא 100,שופרסל דיל,כרמיאל,כרמיאל- קניון לב,7290027600007,342
2473,מורדי הגטאות 6,אושר עד,בית שמש,בית שמש - גליל,7290103152017,16
2475,מוריה 2,גוד פארם,אריאל,אריאל,7290058197699,131
2477,מורשת ישראל 15,יוחננוף,ראשון לציון,קניון הבאר,7290803800003,42
2479,"מורשת ישראל 15 , ראשון לציון",סופר פארם,ראשון לציון,נאות שקמה,7290172900007,90
2481,מושב אחיטוב,אלונית בקיבוץ ובמושב,אחיטוב,אחיטוב,7290492000005,719
2483,מושב בית יהושוע,אלונית בקיבוץ ובמושב,בית יהושע,בית יהושע,7290492000005,706
2485,"מושב גאליה, כביש רחובות יבנה",מיני סופר אלונית,גאליה,גאליה,7290492000005,928
2487,מושב ישרש,אלונית בקיבוץ ובמושב,ישרש,ישרש,7290492000005,722
2489,מושב לכיש,אלונית בקיבוץ ובמושב,לכיש,לכיש,7290492000005,717
2491,מושב מכמורת,אלונית בקיבוץ ובמושב,מכמורת,מכמורת,7290492000005,721
2493,מושב נהלל,אלונית בקיבוץ ובמושב,נהלל,נהלל,7290492000005,724
2495,מושב נווה ירק,אלונית בקיבוץ ובמושב,נווה ירק,נווה ירק  מושב,7290492000005,709
2497,מושב נורדיה,אלונית בקיבוץ ובמושב,נורדיה,נורדיה,7290492000005,726
2499,מושב ניר בנים,מיני סופר אלונית,ניר בנים,ניר בנים,7290492000005,839
2501,מושב שדי חמד,אלונית בקיבוץ ובמושב,שדי חמד,שדי חמד-מושב,7290492000005,715
2503,מחל 1 סנטר דוידי,BE,אשקלון,אשקלון מרכז דוידי ,7290027600007,683
2505,מחלף באקה - כביש 6,yellow,באקה אל-גרביה,באקה,7290644700005,437
2507,מחלף מסובים,מיני סופר אלונית,רמת גן,מסובים,7290492000005,900
2509,מחלף נתניה צפון (הרצל 102 ),yellow,נתניה,עוז נתניה,7290644700005,341
2511,מחלף קיסריה ליד תחנת הכח,yellow,קיסריה,מתחם קיסריה - ניתוב,7290644700005,355
2513,מחלף שער הגיא כביש ים תא,yellow,ירושלים,שער הגיא,7290644700005,504
2515,מחניים 4,טיב טעם,חיפה,מחניים,7290873255550,92
2517,מיכאל 16,ברכל,חיפה,מיכאל,7290058160839,250
2519,מיכאל 7,מעיין 2000,טבריה,טבריה,7290058159628,28
2521,מיכאל 9,נתיב החסד,חיפה,חיפה,7290058160839,24
2523,מישור אדומים,yellow,ירושלים,פז מישור אדומים- דוד,7290644700005,541
2525,מלכי ישראל 178,שופרסל דיל,קרית גת,קרית גת- מלכי ישראל,7290027600007,214
2527,מלכת שבא,BE,אילת,מלכת שבא אילת,7290027600007,620
2529,מלצר 20,שופרסל אקספרס,רחובות,מלצר רחובות,7290027600007,148
2531,מלצר 24,נתיב החסד,בני ברק,מלצר,7290058160839,30
2533,מנדל 67,שופרסל שלי,חיפה,חיפה- זיו,7290027600007,19
2535,מנדלי מוכר ספרים,שופרסל אקספרס,תל אביב,מנדלי מוכר ספרים,7290027600007,481
2536,"מנהטן סנטר, אליהו אילוז 2",יוחננוף,נתיבות,נתיבות מהדרין,7290803800003,55
2538,מנוחה ונחלה 18,BE,רחובות,מדיקל מנוחה ונחלה,7290027600007,687
2540,מנחם בגין 1,BE,שדרות,שדרות,7290027600007,684
2542,מנחם בגין 132,שופרסל דיל,תל אביב,"ת""א- השלום",7290027600007,132
2543,מנחם בגין 152,Carrefour city (קרפור סיטי),תל אביב,סיטי מנחם בגין,7290055700007,85
2544,מנחם בגין 21 (מתחם יורושופס),ויקטורי,מודיעין-מכבים-רעות,מודיעין,7290696200003,51
