,address,chain_name,city,store_name,chain_code,store_code
3636,שד בר לב 28,yellow,אשקלון,אשקלון דרום - לירון,7290644700005,543
3638,שד ההסתדרות 271,סטופמרקט,חיפה,קריות,7290639000004,3
3640,שד ויצמן ביציאה מהעיר לתא,yellow,ירושלים,מתחם העשור,7290644700005,500
3642,שד טרומפלדור 54,נתיב החסד,חיפה,נווה שאנן,7290058160839,216
3644,שד יהודית 16,am:pm,תל אביב,שד יהודית,7290492000005,542
3645,שד ירושלים,yellow,קרית מוצקין,מתחם פז כורדני,7290644700005,432
3647,שד ירושלים,yellow,רמלה,שד ירושלים רמלה - אי,7290644700005,255
3649,שד ירושלים 1,ויקטורי,קרית מוצקין,מוצקין,7290696200003,34
3651,שד ירושלים מול בית החייל באר שבע,yellow,באר שבע,מתחם באר שבע צפון -,7290644700005,601
3653,שד מג המעפיליםכניסה מערבית מעלות,yellow,מעלות-תרשיחא,מעלות-עופר סלח,7290644700005,372
3655,שד מרילנד ליד הסופרלנד,yellow,ראשון לציון,פז - אביאל סופרלנד -,7290644700005,265
3657,שד משה דיין- גבעת זאב,yellow,ירושלים,מתחם פסגת זאב - דוד,7290644700005,529
3659,שד נים-קלמר שור ליד בית הקברות,yellow,ראשון לציון,פז גילי,7290644700005,267
3661,שד ספיר צומת 77 כניסה לטבריה ממערב,yellow,טבריה,מצפה גולן - עמית גאנ,7290644700005,352
3663,שד שאול המלך 41,am:pm,תל אביב,הדר דפנה,7290492000005,521
3664,שד' אבא-אבן 8,סופר פארם,הרצליה,הרצליה-פיתוח,7290172900007,142
3666,שד' בן גוריון 21 קניון גירון אשקלון,סופר פארם,אשקלון,אשקלון גירון,7290172900007,28
3668,שד' בן גוריון 6 חיפה,סופר פארם,חיפה,סיטי סנטר,7290172900007,79
3670,שד' בן גוריון 84,שופרסל דיל,קרית מוצקין,ק.מוצקין- בן גוריון,7290027600007,180
3672,שד' בן-צבי 1,סופר פארם,נהריה,ארנה נהריה,7290172900007,229
3674,שד' בנימין 60,BE,נתניה,נתניה,7290027600007,614
3676,שד' בנימין 60 ,מחסני השוק בשבילך,נתניה,בנימין נתניה,7290633800006,263
3678,שד' גולדה-מאיר פינת הקונגרס-הציוני,סופר פארם,ירושלים,רמות ירושלים,7290172900007,184
3680,שד' דוד בן-גוריון 1,סופר פארם,אשקלון,חוצות אשקלון,7290172900007,245
3682,שד' דוד המלך 2 לוד,סופר פארם,לוד,לוד,7290172900007,118
3684,שד' דוד רזיאל 1,סופר פארם,רמלה,קניון עזריאלי רמלה,7290172900007,273
3686,שד' ההסתדרות 55,סופר פארם,חיפה,סינמול,7290172900007,20
3688,שד' המדע 77 מגדל העמק,סופר פארם,מגדל העמק,מגדל העמק,7290172900007,124
3690,שד' הנשיא 104 ,BE,חיפה,פנורמה,7290027600007,673
3692,שד' הנשיא וייצמן 1,סופר פארם,אור עקיבא,קניון אורות,7290172900007,284
3694,שד' הציונות 1  קניון לוד,רמי לוי,לוד,לוד,7290058140886,42
3696,שד' התמרים 9,סופר פארם,אילת,התמרים אילת,7290172900007,144
3698,שד' ויצמן 27,שופרסל שלי,נתניה,נתניה- ויצמן,7290027600007,9
3700,שד' טום לנטוס 60,סופר פארם,נתניה,קרית השרון,7290172900007,246
3702,שד' יוהנה זבוטינסקי 28-30,סופר פארם,באר שבע,נוה-זאב,7290172900007,164
3704,שד' יעקב 50,שופרסל שלי,ראשון לציון,"ראשל""צ- מזרח",7290027600007,193
3706,שד' יצחק רבין 20,סופר פארם,עפולה,רכבת עפולה,7290172900007,283
3708,שד' יצחק רבין 5,שופרסל דיל,עפולה,עפולה- יצחק רבין,7290027600007,218
3710,שד' יצחק רבין 7 פינת מוטה גור,סופר פארם,ראשון לציון,"המכללה ראשל""צ",7290172900007,244
3712,"שד' יצחק רבין,עמק-סנטר",סופר פארם,עפולה,עמק-סנטר עפולה,7290172900007,119
3714,שד' ירושלים 1,סופר פארם,קרית מוצקין,קרית-מוצקין,7290172900007,216
3716,"שד' ירושלים 49,תל-אביב-יפו",סופר פארם,תל אביב,יפו,7290172900007,130
3717,שד' מנחם בגין 2,שופרסל שלי,מזכרת בתיה,מזכרת בתיה- בגין,7290027600007,262
3719,שד' משה דיין 106 ירושלים,סופר פארם,ירושלים,פסגת זאב,7290172900007,116
3721,שד' משה דיין 160,מעיין 2000,ירושלים,משה דיין,7290058159628,7
3723,שד' משה דין 106,שופרסל דיל,ירושלים,ירום- פסגת זאב,7290027600007,245
3725,שד' שאול המלך 4 תל-אביב,סופר פארם,תל אביב,לונדון מיניסטור,7290172900007,39
3726,"שד.אח""י אילת 20",שופרסל שלי,חיפה,"קרית חיים-אח""י אילת",7290027600007,313
3728,שד` ירושלים 10,מחסני השוק בסיטי,באר שבע,שכונה ט,7290661400001,15
3730,שד` רוטשילד 14,ויקטורי,תל אביב,סיטי רוטשילד,7290696200003,31
3731,שדרות אבני חושן 1,BE,קרית גת,כרמי גת,7290027600007,786
3733,שדרות אליעזר קפלן 1307 (כביש 90),מיני סופר אלונית,טבריה,אלונית בכנרת,7290492000005,813
3735,שדרות בגין רובע מיוחד,מיני סופר אלונית,אשדוד,"ממר""צ אשדוד",7290492000005,942
3737,שדרות בן גוריון,Carrefour market (קרפור מרקט),נתניה,עיר ימים,7290055700007,2410
3739,שדרות בן גוריון 1,סופר פארם,כפר יונה,כפר יונה,7290172900007,306
3741,שדרות בן ציון 3,סופר יודה,תל אביב,בן - ציון,7290000000002,14
3742,שדרות בן ציון 3,סופר יודה,תל אביב,בן - ציון,7290000000002,208
3743,שדרות גושן 20,סופר פארם,קרית מוצקין,גושן קרית-מוצקין,7290172900007,282
3745,שדרות דואני 42 יבנה,סופר פארם,יבנה,יבנה,7290172900007,108
3747,שדרות החוצבים 10,סופר פארם,מבשרת ציון,קניון מבשרת,7290172900007,248
3749,שדרות הנשיא 132 חיפה מרכז,yellow,חיפה,הר-הכרמל,7290644700005,315
3751,שדרות הנשיאים 1,סופר פארם,הוד השרון,הנשיאים הוד-השרון,7290172900007,308
3753,שדרות העצמאות 10 ,סופר דוש,בת ים,העצמאות,7290876100000,37
3755,שדרות העצמאות 67,סופר פארם,בת ים,העצמאות בת-ים,7290172900007,179
3757,שדרות הרצל,yellow,אופקים,אופקים,7290644700005,616
3759,שדרות הרצל 717,ברכל,אופקים,אופקים,7290058160839,210
3761,"שדרות יגאל אלון ,מרכז ביג",Carrefour hyper (קרפור היפר),בית שמש,בית שמש,7290055700007,33
3763,שדרות יגאל אלון 6,גוד פארם,בית שמש,בית שמש,7290058197699,909
3765,"שדרות יצחק בן צבי 71, מרכז גל",סופר ספיר,קדימה-צורן,קדימה צורן,7290058156016,60
3767,שדרות ירושלים 1,שופרסל דיל,קרית מוצקין,כורדני,7290027600007,68
3769,שדרות ירושלים 11,am:pm,תל אביב,שדרות ירושלים,7290492000005,515
3770,שדרות ירושלים 117,סופר פארם,אשקלון,ברנע אשקלון,7290172900007,305
3772,שדרות ירושלים 122,שופרסל דיל,אשקלון,ברנע אשקלון,7290027600007,14
3774,שדרות ירושלים 133,am:pm,ראשון לציון,נרקיסים,7290492000005,597
3776,שדרות ירושלים 15,שופרסל אקספרס,קרית ביאליק,קרית ביאליק,7290027600007,384
3778,שדרות ירושלים 170,ברכל,נתיבות,נתיבות,7290058160839,271
3780,שדרות ירושלים 4,טיב טעם סיטי,תל אביב,יפו,7290873255550,70
3781,שדרות ירושלים 51,סופר פארם,קרית ים,קרית-ים,7290172900007,156
3783,שדרות ירושלים פינת נופי חמד,יוחננוף,רמלה,רמלה,7290803800003,12
3785,שדרות כצנלסון 10,מחסני להב,קרית אתא,כנצנלסון,7290876100000,30
3787,שדרות לוי אשכול 30,טיב טעם סיטי,חולון,חולון חדש,7290873255550,79
3789,שדרות מוריה 128,am:pm,חיפה,מוריה חיפה,7290492000005,591
3791,שדרות מנחם בגין 144,BE,תל אביב,מידטאון,7290027600007,345
3793,שדרות משה דיין,מחסני השוק בשבילך,ירושלים,פסגת זאב ירושלים,7290633800006,211
3795,שדרות נים 2,סופר פארם,ראשון לציון,קניון ראשונים,7290172900007,256
3797,שדרות ניצה 8 ,מחסני השוק בשבילך,נתניה,ניצה נתניה,7290633800006,289
3799,שדרות עמק חפר פינת הגליל,שופרסל אקספרס,בת חפר,בת חפר,7290027600007,595
3801,"שדרות קק""ל 99 כרמיאל",סופר פארם,כרמיאל,"כרמיאל קק""ל",7290172900007,113
3803,"שדרות רבין 9, מרכז ביג",סופר פארם,יקנעם עילית,ביג-יקנעם,7290172900007,151
3805,שדרות רוטשילד,שירה מרקט,קרית מלאכי,כרמי הנדיב,7290058160839,304
3807,שדרות רחבעם 1,סופר פארם,קרני שומרון,קרני שמרון,7290172900007,317
3809,שדרות שבעת הכוכבים 8,גוד פארם,הרצליה,הרצליה שבעת כוכבים,7290058197699,605
3811,שדרות ששת הימים 290-294,סופר פארם,אילת,שחמון אילת,7290172900007,167
3813,שדרות תום לנטוס 60 (מרכז נעימי),אושר עד,נתניה,נתניה,7290103152017,23
3815,שדרות תל חי,yellow,קרית שמונה,קרית שמונה,7290644700005,313
3817,שדרות תל חי 93,יוחננוף,קרית שמונה,קרית שמונה,7290803800003,39
3819,"שהם 2, רובע י""ז",מחסני להב,אשדוד,אשדוד,7290876100000,26
3821,שוהם 29,נתיב החסד,נתניה,נתניה שוהם,7290058160839,39
3823,שוקן 1,רמי לוי בשכונה,תל אביב,"שוקן ת""א",7291056200008,340
3824,שושנה דמארי 10,BE,נתניה,בריגה,7290027600007,201
3826,שושנה דמארי 20,סופר פארם,רמלה,מצליח,7290172900007,215
3828,"שח""ל 58",מעיין 2000,ירושלים,גבעת מרדכי,7290058159628,9
3830,"שח""ל 79",שופרסל דיל,ירושלים,צומת בייט,7290027600007,282
3832,שטמפפר 13,גוד פארם,פתח תקווה,"שטמפפר פ""ת",7290058197699,950
3834,שטמפפר 37,רמי לוי בשכונה,פתח תקווה,"סופר פ""ת שטמפפר 37",7291056200008,302
3836,שטמפר,מגה בעיר,נתניה,מרכז נתניה,7290055700007,906
3840,שי עגנון 20 ,מחסני השוק בשבילך,ירושלים,גבעת אורנים ירושלים,7290633800006,220
3842,שידלובסקי,מיני סופר אלונית,יבנה,מחלף יבנה,7290492000005,951
3844,שיר השירים 75/1,ויקטורי,אלקנה,אלקנה,7290696200003,30
3846,שכ' ואדי אלפאש רח' 1,BE,דאלית אל-כרמל,דלית אל כרמל,7290027600007,640
3848,שכונת הכרמים,יוחננוף,מודיעין-מכבים-רעות,מודיעין כרמים,7290803800003,18
3850,"שכונת י""א כנרת",שופרסל שלי,אשדוד,אשדוד- כינרת,7290027600007,168
3852,שכונת נוף הריםמבשרת ציון,yellow,ירושלים,מבשרת-ירושלים,7290644700005,526
3854,שכונת עין-איברהים 18 אום-אל-פאחם,סופר פארם,אום אל-פחם,אום-אל-פאחם,7290172900007,129
3856,שכונת פארק הנחל,BE,באר שבע,פארק הנחל באר שבע,7290027600007,233
3858,שכונת פוק אל-עין,סופר פארם,כפר כנא,כפר כנא,7290172900007,289
3860,שכונת שמשון,מגה בעיר,אשקלון,לב אשקלון,7290055700007,3210
3862,שלום 75 שכונה ג,שופרסל שלי,מבשרת ציון,מבשרת ציון,7290027600007,50
3864,שלום הגליל 1,ויקטורי,עכו,עכו,7290696200003,25
3866,שלום שבזי 16,נטו חיסכון,ביתר עילית,ביתר עלית,7290058156016,40
3868,שלוסברג 1,ויקטורי,חיפה,שער העליה,7290696200003,27
3872,שלמה המלך   12,יש חסד,בני ברק,בני ברק-שלמה המלך,7290027600007,295
3874,שלמה המלך 37 קניון קרית אונו,סופר פארם,קרית אונו,קרית אונו,7290172900007,98
3876,שלמה המלך 40,am:pm,קרית אונו,קריית אונו,7290492000005,583
3878,שלמה המלך 55,שופרסל דיל,חיפה,רמת הנשיא חיפה,7290027600007,159
3880,שלמה המלך 6,ברכל,בני ברק,שלמה המלך,7290058160839,221
3882,שלמה המלך 9,סופר פארם,ירושלים,ממילא,7290172900007,145
3884,שלמה שרירא 3,Carrefour market (קרפור מרקט),מעלות-תרשיחא,מעלות,7290055700007,44
3886,שמאי 1,שפע ברכת השם קרוב לבית,אלעד,שמאי אלעד,7290058134977,38
3888,שמגר 16,אושר עד,ירושלים,שמגר,7290103152017,28
3890,שמואל הנביא 35,מעיין 2000,ירושלים,שמואל הנביא,7290058159628,21
3892,שמוטקין 30,שופרסל דיל,ראשון לציון,"ראשל""צ- שמוטקין",7290027600007,210
3894,שמוטקין פינת ברשבסקי,yellow,ראשון לציון,מתחם פז היונה (שמוטק,7290644700005,276
3896,שמחה גולן 54,שופרסל דיל,חיפה,חיפה- גרנד קניון,7290027600007,359
3898,שמחה הולצברג 16,ויקטורי,רמלה,רמלה הולצברג,7290696200003,21
3900,שמעון בן שטח 10,שוק מהדרין,אלעד,אלעד עילית ,7290725900003,2090
3902,שמעון הצדיק 41,ברכל,אלעד,סופר אלעד,7290058160839,235
3904,שמעון הצדיק 7,ברכל,אלעד,אלעד 1000,7290058160839,219
3906,שמעון פרס 33,ויקטורי,ראשון לציון,ראשון פרס נובל,7290696200003,23
3908,שמריהו לוין 2,שופרסל אקספרס,חולון,אקספרס חולון,7290027600007,82
