address	chain_name	city	store_name	chain_code	store_code
 מרכז מסחרי ויוה	BE	חדרה	ויוה חדרה	7290027600007	242
 מרכז מסחרי ויוה	BE	חדרה 	ויוה חדרה	7290027600007	242
 רוטישילד 57	טיב טעם	פתח תקווה	מונטיפיורטי פתח תקוה	7290873255550	87
 רוטישילד 57	טיב טעם	פתח תקווה 	מונטיפיורטי פתח תקוה	7290873255550	87
 רח.זבולון 4	יש בשכונה	קרית אתא	קרית אתא- זבולון	7290027600007	307
 רח.זבולון 4	יש בשכונה	קרית אתא 	קרית אתא- זבולון	7290027600007	307
1 אבני חושן	שופרסל דיל	קרית גת	כרמי גת	7290027600007	254
1 אבני חושן	שופרסל דיל	קרית גת 	כרמי גת	7290027600007	254
1 אבנר בן נר	Carrefour city (קרפור סיטי)	נס ציונה	נצר סירני	7290055700007	4220
1 אבנר בן נר	Carrefour city (קרפור סיטי)	נס ציונה 	נצר סירני	7290055700007	4220
1 אחימאיר	שופרסל אקספרס	תל אביב	אחימאיר	7290027600007	301
1 דרך חברון	yellow	באר שבע	מתחם באר שבע מרכז-תו	7290644700005	602
1 דרך חברון	yellow	באר שבע 	מתחם באר שבע מרכז-תו	7290644700005	602
1 הנשיא	Carrefour city (קרפור סיטי)	דימונה 	דימונה	7290055700007	523
1 הנשיא	מגה בעיר	דימונה	דימונה	7290055700007	523
1 הנשיא	מגה בעיר	דימונה 	דימונה	7290055700007	523
1 השיקמה	שופרסל אקספרס	סביון 	סביון	7290027600007	579
1 התקומה	מגה בעיר	רעננה	קרית שרת	7290055700007	850
1 התקומה	מגה בעיר	רעננה 	קרית שרת	7290055700007	850
1 כורזין	Carrefour market (קרפור מרקט)	גבעתיים 	יהלומים	7290055700007	1201
1 נהר הירדן	יש חסד	בית שמש	רסידו	7290027600007	234
1 נהר הירדן	יש חסד	בית שמש 	רסידו	7290027600007	234
1 פיקוד מרכז	yellow	ירושלים	מנדלבאום	7290644700005	513
1 פיקוד מרכז	yellow	ירושלים 	מנדלבאום	7290644700005	513
1 קניון אורות	שופרסל דיל	אור עקיבא	חדרה- קניון אורות	7290027600007	95
1 קניון אורות	שופרסל דיל	אור עקיבא 	חדרה- קניון אורות	7290027600007	95
1 שדרות לוי אשכול כיכר קוגל	yellow	חולון	חולון	7290644700005	114
1 שדרות לוי אשכול כיכר קוגל	yellow	חולון 	חולון	7290644700005	114
1 שלום אש	Carrefour city (קרפור סיטי)	תל אביב	פארק הירקון	7290055700007	2518
1 שלום אש	מגה בעיר	תל אביב	פארק הירקון	7290055700007	2518
1 שלום עליכם	Carrefour city (קרפור סיטי)	הוד השרון	הוד השרון	7290055700007	1040
1 שלום עליכם	Carrefour city (קרפור סיטי)	הוד השרון 	הוד השרון	7290055700007	1040
1 ששת הימים	שופרסל אקספרס	נס ציונה	ששת הימים	7290027600007	325
1 ששת הימים	שופרסל אקספרס	נס ציונה 	ששת הימים	7290027600007	325
10 העצמאות	Carrefour market (קרפור מרקט)	קרית אתא	בית וגן ק.אתא	7290055700007	2240
10 העצמאות	Carrefour market (קרפור מרקט)	קרית אתא 	בית וגן ק.אתא	7290055700007	2240
10 ככר צפניה	yellow	אשקלון	אשקלון-אפרידר - זיו	7290644700005	534
10 ככר צפניה	yellow	אשקלון 	אשקלון-אפרידר - זיו	7290644700005	534
10 משה לוי	שופרסל דיל	רמלה	רמלה	7290027600007	790
10 משה לוי	שופרסל דיל	רמלה 	רמלה	7290027600007	790
10 סנפיר	Carrefour city (קרפור סיטי)	תל אביב	כפר שלם	7290055700007	2490
10 סנפיר	מגה בעיר	תל אביב	כפר שלם	7290055700007	2490
10 שער הים	Carrefour city (קרפור סיטי)	הרצליה	נוף ים	7290055700007	4160
10 שער הים	Carrefour city (קרפור סיטי)	הרצליה 	נוף ים	7290055700007	4160
100 קיבוץ גלויות	yellow	תל אביב	קיבוץ גלויות	7290644700005	165
101 אברהם אבינו	Carrefour city (קרפור סיטי)	באר שבע	צפון באר-שבע	7290055700007	2976
101 אברהם אבינו	Carrefour city (קרפור סיטי)	באר שבע 	צפון באר-שבע	7290055700007	2976
11 דרך בית לחם	yellow	ירושלים	בקעה	7290644700005	501
11 דרך בית לחם	yellow	ירושלים 	בקעה	7290644700005	501
11 ההסתדרות	Carrefour city (קרפור סיטי)	רעננה	ותיקים	7290055700007	870
11 ההסתדרות	Carrefour city (קרפור סיטי)	רעננה 	ותיקים	7290055700007	870
113 עוזיאל	Carrefour city (קרפור סיטי)	רמת גן 	רווה רמת גן	7290055700007	515
113 עוזיאל	מגה בעיר	רמת גן	רווה רמת גן	7290055700007	515
113 עוזיאל	מגה בעיר	רמת גן 	רווה רמת גן	7290055700007	515
114 אחוזה	מגה בעיר	רעננה	מרכז רעננה	7290055700007	820
114 אחוזה	מגה בעיר	רעננה 	מרכז רעננה	7290055700007	820
117 הרצל	yellow	רמלה	רמלה גדולה	7290644700005	149
117 הרצל	yellow	רמלה 	רמלה גדולה	7290644700005	149
12 אורי	Carrefour city (קרפור סיטי)	תל אביב	מגדלי דוד	7290055700007	1236
12 אורי	מגה בעיר	תל אביב	מגדלי דוד	7290055700007	1236
12 חנקין	שופרסל אקספרס	הוד השרון	הוד השרון	7290027600007	299
12 חנקין	שופרסל אקספרס	הוד השרון 	הוד השרון	7290027600007	299
121 שדרות ירושליים	שופרסל אקספרס	ראשון לציון	נרקיסים	7290027600007	777
121 שדרות ירושליים	שופרסל אקספרס	ראשון לציון 	נרקיסים	7290027600007	777
126 דבורה הנביאה	רמי לוי	תל אביב	רמת החייל	7290058140886	55
13 אופנהיימר	Carrefour city (קרפור סיטי)	תל אביב	נווה אביבים	7290055700007	914
13 דרך השלום	yellow	תל אביב	השלום	7290644700005	158
13 קפלן	Carrefour city (קרפור סיטי)	פתח תקווה	בילינסון פ"ת	7290055700007	1279
13 קפלן	Carrefour city (קרפור סיטי)	פתח תקווה 	בילינסון פ"ת	7290055700007	1279
134 שדרות הנשיא	Carrefour market (קרפור מרקט)	חיפה	אודיטוריום חיפה	7290055700007	4280
134 שדרות הנשיא	Carrefour market (קרפור מרקט)	חיפה 	אודיטוריום חיפה	7290055700007	4280
136 דרך נמיר	yellow	תל אביב	הירקון	7290644700005	112
14 גרינבאום יצחק	Carrefour city (קרפור סיטי)	נתניה 	אזורים נתניה	7290055700007	981
14 גרינבאום יצחק	מגה בעיר	נתניה	אזורים נתניה	7290055700007	981
14 גרינבאום יצחק	מגה בעיר	נתניה 	אזורים נתניה	7290055700007	981
15 אלוף שדה-רמת גן	yellow	רמת גן	אלוף שדה	7290644700005	151
15 אלוף שדה-רמת גן	yellow	רמת גן 	אלוף שדה	7290644700005	151
15 דרך ירושלים	Carrefour city (קרפור סיטי)	רחובות 	גני העיר רחובות	7290055700007	2190
15 דרך ירושלים	מגה בעיר	רחובות	גני העיר רחובות	7290055700007	2190
15 דרך ירושלים	מגה בעיר	רחובות 	גני העיר רחובות	7290055700007	2190
15 הרצל	yellow	ראשון לציון	עוז-ראשלצ	7290644700005	159
15 הרצל	yellow	ראשון לציון 	עוז-ראשלצ	7290644700005	159
15 לאה	Carrefour city (קרפור סיטי)	תל אביב	נאות אפקה	7290055700007	337
15 לאה	מגה בעיר	תל אביב	נאות אפקה	7290055700007	337
16 האורנים	Carrefour city (קרפור סיטי)	רמת גן 	רמת אפעל	7290055700007	752
16 האורנים	מגה בעיר	רמת גן	רמת אפעל	7290055700007	752
16 האורנים	מגה בעיר	רמת גן 	רמת אפעל	7290055700007	752
162 בן גוריון	מגה בעיר	גבעתיים	בן גוריון גבעתיים	7290055700007	460
162 בן גוריון	מגה בעיר	גבעתיים 	בן גוריון גבעתיים	7290055700007	460
188 הרצל	yellow	תל אביב	אבו כביר	7290644700005	100
19 המלך דוד	yellow	ירושלים	המלך דוד	7290644700005	502
19 המלך דוד	yellow	ירושלים 	המלך דוד	7290644700005	502
19 כצנלסון	מגה בעיר	הרצליה	נווה עמל	7290055700007	4170
19 כצנלסון	מגה בעיר	הרצליה 	נווה עמל	7290055700007	4170
196 דרך יפו	yellow	חיפה	עוז בת גלים	7290644700005	337
196 דרך יפו	yellow	חיפה 	עוז בת גלים	7290644700005	337
199 משה סנה	yellow	רמת השרון	מתחם טופז	7290644700005	179
199 משה סנה	yellow	רמת השרון 	מתחם טופז	7290644700005	179
2 הארזים	Carrefour city (קרפור סיטי)	רמת גן	בית אבות רמת אפעל	7290055700007	698
2 הארזים	Carrefour city (קרפור סיטי)	רמת גן 	בית אבות רמת אפעל	7290055700007	698
2 הגדוד העברי	שוק מהדרין	רעננה	מרכז גולן רעננה 	7290725900003	830
2 הגדוד העברי	שוק מהדרין	רעננה 	מרכז גולן רעננה 	7290725900003	830
2 הדר	Carrefour city (קרפור סיטי)	הרצליה 	הדר הרצליה	7290055700007	4120
2 הדר	מגה בעיר	הרצליה	הדר הרצליה	7290055700007	4120
2 הדר	מגה בעיר	הרצליה 	הדר הרצליה	7290055700007	4120
2 החסידה	שופרסל אקספרס	מודיעין-מכבים-רעות	הציפורים מודיעין	7290027600007	477
2 החסידה	שופרסל אקספרס	מודיעין-מכבים-רעות 	הציפורים מודיעין	7290027600007	477
2 הירקונים	yellow	פתח תקווה	פתח תקוה צפון	7290644700005	123
2 הירקונים	yellow	פתח תקווה 	פתח תקוה צפון	7290644700005	123
2 הנשיאים	שופרסל שלי	הוד השרון	הוד השרון	7290027600007	216
2 הנשיאים	שופרסל שלי	הוד השרון 	הוד השרון	7290027600007	216
2 הראשונים	yellow	רמת גן	עלית רמת-גן	7290644700005	133
2 הראשונים	yellow	רמת גן 	עלית רמת-גן	7290644700005	133
2 הרוא"ה	מגה בעיר	רמת גן	הרואה רמת גן	7290055700007	493
2 הרוא"ה	מגה בעיר	רמת גן 	הרואה רמת גן	7290055700007	493
2 יעקב כהן	Carrefour city (קרפור סיטי)	כפר סבא	רון כפר סבא	7290055700007	1139
2 יעקב כהן	Carrefour city (קרפור סיטי)	כפר סבא 	רון כפר סבא	7290055700007	1139
2 יצחק נבון	שופרסל	קריית אונו	שופרסל אקספרס	7290027600007	757
2 יצחק נבון	שופרסל	קרית אונו	שופרסל אקספרס	7290027600007	757
2 יצחק נבון	שופרסל אקספרס	קרית אונו	קרית אונו	7290027600007	757
2 יצחק נבון	שופרסל אקספרס	קרית אונו 	קרית אונו	7290027600007	757
2 עודד	מגה בעיר	תל אביב	רמת הטייסים	7290055700007	159
2 שדרות דוד בן גוריון	yellow	מצפה רמון	מצפה רמון	7290644700005	6109
2 שדרות דוד בן גוריון	yellow	מצפה רמון 	מצפה רמון	7290644700005	6109
2 שלמה המלך	שופרסל אקספרס	קרית אונו 	שלמה המלך	7290027600007	740
20 א.צ גרינברג	Carrefour city (קרפור סיטי)	חיפה	גרינברג חיפה	7290055700007	140
20 א.צ גרינברג	Carrefour city (קרפור סיטי)	חיפה 	גרינברג חיפה	7290055700007	140
20 ויצמן	Carrefour city (קרפור סיטי)	תל אביב	ויצמן תל אביב	7290055700007	132
20 חנה סנש	מגה בעיר	חיפה	מגדלי כרמל	7290055700007	4640
20 חנה סנש	מגה בעיר	חיפה 	מגדלי כרמל	7290055700007	4640
20 כצנלסון	Carrefour city (קרפור סיטי)	כפר סבא 	קניון כפר סבא	7290055700007	1030
20 כצנלסון	מגה בעיר	כפר סבא	קניון כפר סבא	7290055700007	1030
20 כצנלסון	מגה בעיר	כפר סבא 	קניון כפר סבא	7290055700007	1030
20 מבצע סיני	מגה בעיר	בת ים	רמת יוסף	7290055700007	256
20 מבצע סיני	מגה בעיר	בת ים 	רמת יוסף	7290055700007	256
20 נחל פרת	שופרסל דיל	באר שבע	הפארק ב"ש	7290027600007	110
20 נחל פרת	שופרסל דיל	באר שבע 	הפארק ב"ש	7290027600007	110
209 בני אפרים	Carrefour city (קרפור סיטי)	תל אביב	מעוז אביב	7290055700007	1295
21 קדושי קהיר	מגה בעיר	חולון	נאות רחל	7290055700007	329
21 קדושי קהיר	מגה בעיר	חולון 	נאות רחל	7290055700007	329
21 רח אלטלף	yellow	יהוד-מונוסון	יהוד - תומר מואב	7290644700005	257
21 רח אלטלף	yellow	יהוד-מונוסון 	יהוד - תומר מואב	7290644700005	257
22 שד המדע א.ת רמת גבריאל	yellow	מגדל העמק	מגדל העמק	7290644700005	415
22 שד המדע א.ת רמת גבריאל	yellow	מגדל העמק 	מגדל העמק	7290644700005	415
23 לוי אשכול	yellow	קרית אונו	קרית אונו	7290644700005	177
23 לוי אשכול	yellow	קרית אונו 	קרית אונו	7290644700005	177
24 משה רום	Carrefour city (קרפור סיטי)	חולון	נאות שושנים	7290055700007	345
24 משה רום	Carrefour city (קרפור סיטי)	חולון 	נאות שושנים	7290055700007	345
24 סעדיה גאון	yellow	תל אביב	רשף	7290644700005	203
25 החלוץ	yellow	חיפה	הדר	7290644700005	307
25 החלוץ	yellow	חיפה 	הדר	7290644700005	307
25 ירמיהו	שערי רווחה	ירושלים	ירמיהו	7290027600007	448
25 ירמיהו	שערי רווחה	ירושלים 	ירמיהו	7290027600007	448
25 מעלה יצחק	yellow	נוף הגליל 	נצרת עילית	7290644700005	414
25 מעלה יצחק	yellow	נוף הגליל (לשעבר נצרת עילית)	נצרת עילית	7290644700005	414
25 רוגוזין	Carrefour city (קרפור סיטי)	אשדוד	הצרכנייה אשדוד ד'	7290055700007	353
25 רוגוזין	Carrefour city (קרפור סיטי)	אשדוד 	הצרכנייה אשדוד ד'	7290055700007	353
266 דרך מצדה	yellow	באר שבע	מתחם נאות המדבר - ני	7290644700005	605
266 דרך מצדה	yellow	באר שבע 	מתחם נאות המדבר - ני	7290644700005	605
27 דרך סלמה	yellow	תל אביב	סלמה	7290644700005	131
28 הרצל	Carrefour city (קרפור סיטי)	פתח תקווה 	חפץ חיים	7290055700007	1171
28 הרצל	מגה בעיר	פתח תקווה	חפץ חיים	7290055700007	1171
28 הרצל	מגה בעיר	פתח תקווה 	חפץ חיים	7290055700007	1171
29 יגאל אלון	Carrefour city (קרפור סיטי)	חיפה	רמות אלון	7290055700007	3580
29 יגאל אלון	Carrefour city (קרפור סיטי)	חיפה 	רמות אלון	7290055700007	3580
29 ירושלים	Carrefour city (קרפור סיטי)	נתניה	ירושלים נתניה	7290055700007	620
29 ירושלים	Carrefour city (קרפור סיטי)	נתניה 	ירושלים נתניה	7290055700007	620
3 רח שמיר א.ת בכניסה לעיר	yellow	ערד	מתחם דוד ערד	7290644700005	627
3 רח שמיר א.ת בכניסה לעיר	yellow	ערד 	מתחם דוד ערד	7290644700005	627
3 שדרות דרום	yellow	קרית גת	מתחם קרית גת	7290644700005	118
3 שדרות דרום	yellow	קרית גת 	מתחם קרית גת	7290644700005	118
30 אבן גבירול	Carrefour city (קרפור סיטי)	תל אביב	אבן גבירול	7290055700007	213
30 מטודלה	שופרסל אקספרס	תל אביב	אקספרס מטודלה תל אביב	7290027600007	842
304 המלך שאול	yellow	בית שאן	בית שאן - ניתוב - של	7290644700005	304
304 המלך שאול	yellow	בית שאן 	בית שאן - ניתוב - של	7290644700005	304
32 בן זכאי	Carrefour market (קרפור מרקט)	אלעד 	אלעד 	7290055700007	4270
32 בן זכאי	שוק מהדרין	אלעד	אלעד 	7290725900003	4270
32 בן זכאי	שוק מהדרין	אלעד 	אלעד 	7290725900003	4270
32 המדע א.ת. הצפוני	yellow	אשדוד	אשדוד עזרא גבריאל	7290644700005	533
32 המדע א.ת. הצפוני	yellow	אשדוד 	אשדוד עזרא גבריאל	7290644700005	533
32 הרב קוק	Carrefour city (קרפור סיטי)	נתניה 	לב נתניה	7290055700007	2577
32 הרב קוק	מגה בעיר	נתניה	לב נתניה	7290055700007	2577
32 הרב קוק	מגה בעיר	נתניה 	לב נתניה	7290055700007	2577
32 התעש פינת הפועל	yellow	כפר סבא	איצטדיון כס	7290644700005	235
32 התעש פינת הפועל	yellow	כפר סבא 	איצטדיון כס	7290644700005	235
33 סוקולוב	Carrefour city (קרפור סיטי)	רמת השרון	זרובבל רמה"ש	7290055700007	4200
33 סוקולוב	Carrefour city (קרפור סיטי)	רמת השרון 	זרובבל רמה"ש	7290055700007	4200
34 דוד המלך	שופרסל אקספרס	אור עקיבא	אור ים	7290027600007	846
34 דוד המלך	שופרסל אקספרס	אור עקיבא 	אור ים	7290027600007	846
34 זהר טל	Carrefour city (קרפור סיטי)	הרצליה	הרצליה פיתוח	7290055700007	4150
34 זהר טל	Carrefour city (קרפור סיטי)	הרצליה 	הרצליה פיתוח	7290055700007	4150
34 יצחק רבין	שופרסל אקספרס	קרית אונו 	יצחק רבין	7290027600007	741
35 אבא אחימאיר	Carrefour city (קרפור סיטי)	תל אביב	רמת אביב ג'	7290055700007	1309
35 אילת	yellow	תל אביב	נווה צדק	7290644700005	107
37 הגליל	yellow	טבריה	עוז טבריה	7290644700005	336
37 הגליל	yellow	טבריה 	עוז טבריה	7290644700005	336
37 העליה השניה	Carrefour city (קרפור סיטי)	חיפה 	בת גלים	7290055700007	2530
37 העליה השניה	מגה בעיר	חיפה	בת גלים	7290055700007	2530
37 העליה השניה	מגה בעיר	חיפה 	בת גלים	7290055700007	2530
37 זבוטינסקי	yellow	רמת גן	עוז רמת-גן	7290644700005	160
37 זבוטינסקי	yellow	רמת גן 	עוז רמת-גן	7290644700005	160
4-6 גרפית	Carrefour city (קרפור סיטי)	תל אביב	רמות צהלה	7290055700007	3180
4-6 גרפית	מגה בעיר	תל אביב	רמות צהלה	7290055700007	3180
40 מנחם בגין	Carrefour city (קרפור סיטי)	כפר יונה	כפר יונה דרום	7290055700007	2070
40 מנחם בגין	Carrefour city (קרפור סיטי)	כפר יונה 	כפר יונה דרום	7290055700007	2070
41 הרצל	yellow	רחובות	רמה-רחובות	7290644700005	134
41 הרצל	yellow	רחובות 	רמה-רחובות	7290644700005	134
42 חטיבת גולני	מגה מרקט	אילת	גולני אילת	7290055700014	2150
42 חטיבת גולני	מגה מרקט	אילת 	גולני אילת	7290055700014	2150
42 יצחק שדה	yellow	תל אביב	טל הגשר	7290644700005	109
42 שדרות י-ם	Carrefour city (קרפור סיטי)	באר שבע	שדרות ים - באר שבע	7290055700007	610
42 שדרות י-ם	Carrefour city (קרפור סיטי)	באר שבע 	שדרות ים - באר שבע	7290055700007	610
44 שבטי ישראל	yellow	ירושלים	מאה שערים	7290644700005	503
44 שבטי ישראל	yellow	ירושלים 	מאה שערים	7290644700005	503
45 גרינבאום	Carrefour market (קרפור מרקט)	תל אביב	תל כביר 	7290055700007	1228
45 גרינבאום	שוק מהדרין	תל אביב	תל כביר 	7290725900003	1228
45 שדרות הרצל	Carrefour city (קרפור סיטי)	רמלה	הצרכנייה רמלה	7290055700007	1112
45 שדרות הרצל	Carrefour city (קרפור סיטי)	רמלה 	הצרכנייה רמלה	7290055700007	1112
46 שד בן צבי	yellow	תל אביב	שדרות בן צבי	7290644700005	173
46-50 פנקס	מגה בעיר	תל אביב	פנקס	7290055700007	108
48 הרצל	yellow	נתניה	נתניה עיר	7290644700005	339
48 הרצל	yellow	נתניה 	נתניה עיר	7290644700005	339
48 סוקולוב	מגה בעיר	חולון	ויצמן חולון	7290055700007	191
48 סוקולוב	מגה בעיר	חולון 	ויצמן חולון	7290055700007	191
48 פנקס	Carrefour city (קרפור סיטי)	תל אביב	פנקס	7290055700007	108
5 דוכיפת	שופרסל אקספרס	כפר סבא	כפר סבא דוכיפת	7290027600007	752
5 דוכיפת	שופרסל אקספרס	כפר סבא 	כפר סבא דוכיפת	7290027600007	752
5 יוסף ברזילאי	BE	עפולה	עמק סנטר	7290027600007	711
5 יוסף ברזילאי	BE	עפולה 	עמק סנטר	7290027600007	711
5 עוזיאל	Carrefour city (קרפור סיטי)	בת ים	עוזיאל בת-ים	7290055700007	183
5 עוזיאל	Carrefour city (קרפור סיטי)	בת ים 	עוזיאל בת-ים	7290055700007	183
5 עוזיאל	מגה בעיר	בת ים	עוזיאל בת-ים	7290055700007	183
5 עוזיאל	מגה בעיר	בת ים 	עוזיאל בת-ים	7290055700007	183
5 פארן	yellow	ירושלים	רמת-אשכול	7290644700005	512
5 פארן	yellow	ירושלים 	רמת-אשכול	7290644700005	512
5 רזיאל רמת הנשיא	yellow	בת ים	בת-ים	7290644700005	186
5 רזיאל רמת הנשיא	yellow	בת ים 	בת-ים	7290644700005	186
5 שדרות ירושלים	Carrefour market (קרפור מרקט)	אשקלון	אפרידר אשקלון	7290055700007	3740
5 שדרות ירושלים	Carrefour market (קרפור מרקט)	אשקלון 	אפרידר אשקלון	7290055700007	3740
57  הנשיא	Carrefour city (קרפור סיטי)	קרית אונו	קרית אונו	7290055700007	701
57  הנשיא	Carrefour city (קרפור סיטי)	קרית אונו 	קרית אונו	7290055700007	701
6 אקסודוס	yellow	אשקלון	אקסודוס אשקלון - נתי	7290644700005	536
6 אקסודוס	yellow	אשקלון 	אקסודוס אשקלון - נתי	7290644700005	536
6 האורגים	yellow	חולון	קרית שרת	7290644700005	190
6 האורגים	yellow	חולון 	קרית שרת	7290644700005	190
6 החשמונאים	yellow	בני ברק	אילון בני ברק	7290644700005	217
6 החשמונאים	yellow	בני ברק 	אילון בני ברק	7290644700005	217
6 חטיבת יפתח שכ יוספטל לוד	yellow	לוד	לוד יוספטל	7290644700005	232
6 חטיבת יפתח שכ יוספטל לוד	yellow	לוד 	לוד יוספטל	7290644700005	232
6 שרת	Carrefour city (קרפור סיטי)	כפר יונה 	כפר יונה	7290055700007	3050
6 שרת	מגה בעיר	כפר יונה	כפר יונה	7290055700007	3050
6 שרת	מגה בעיר	כפר יונה 	כפר יונה	7290055700007	3050
63 זבוטינסקי	yellow	פתח תקווה	מתחם געש	7290644700005	147
63 זבוטינסקי	yellow	פתח תקווה 	מתחם געש	7290644700005	147
64 חטיבת גולני	yellow	חיפה	חיפה מזרח - חיים אלי	7290644700005	306
64 חטיבת גולני	yellow	חיפה 	חיפה מזרח - חיים אלי	7290644700005	306
64 יוהנה זבוטינסקי	Carrefour market (קרפור מרקט)	באר שבע	נווה זאב ב"ש	7290055700007	3700
64 יוהנה זבוטינסקי	Carrefour market (קרפור מרקט)	באר שבע 	נווה זאב ב"ש	7290055700007	3700
65  דיזנגוף	Carrefour city (קרפור סיטי)	תל אביב	לב דיזנגוף	7290055700007	1090
65  דיזנגוף	מגה בעיר	תל אביב	לב דיזנגוף	7290055700007	1090
65 זבוטינסקי	Carrefour city (קרפור סיטי)	ראשון לציון	נווה כרמית	7290055700007	1147
65 זבוטינסקי	Carrefour city (קרפור סיטי)	ראשון לציון 	נווה כרמית	7290055700007	1147
65 שדרות העצמאות	Carrefour market (קרפור מרקט)	בת ים	מגדל נחום	7290055700007	221
65 שדרות העצמאות	Carrefour market (קרפור מרקט)	בת ים 	מגדל נחום	7290055700007	221
66 זבוטינסקי	yellow	רמת גן	רמה רמת-גן	7290644700005	126
66 זבוטינסקי	yellow	רמת גן 	רמה רמת-גן	7290644700005	126
7 ד.מ. מרכוס	Carrefour city (קרפור סיטי)	תל אביב	רמת החייל	7290055700007	558
7 דרך הארבעה	yellow	עכו	עכו-עיר -מיכאל מורגנ	7290644700005	301
7 דרך הארבעה	yellow	עכו 	עכו-עיר -מיכאל מורגנ	7290644700005	301
7 רח אבא הילל סילבר	yellow	לוד	לוד ויסוצקי	7290644700005	252
7 רח אבא הילל סילבר	yellow	לוד 	לוד ויסוצקי	7290644700005	252
7 רח רוזנסקי מערב ראשלצ	yellow	ראשון לציון	מערב ראשון	7290644700005	247
7 רח רוזנסקי מערב ראשלצ	yellow	ראשון לציון 	מערב ראשון	7290644700005	247
73 שטמפר	מגה בעיר	פתח תקווה	שטמפפר פ"ת	7290055700007	3600
73 שטמפר	מגה בעיר	פתח תקווה 	שטמפפר פ"ת	7290055700007	3600
74 הרב קוק	yellow	הרצליה	הרצליה עיר	7290644700005	113
74 הרב קוק	yellow	הרצליה 	הרצליה עיר	7290644700005	113
78 הגליל	Carrefour city (קרפור סיטי)	גני תקווה	גבעת סביון	7290055700007	3506
78 הגליל	Carrefour city (קרפור סיטי)	גני תקווה 	גבעת סביון	7290055700007	3506
78 לה גרדיה	Carrefour market (קרפור מרקט)	תל אביב	לה גרדיה	7290055700007	205
8 בקר	Carrefour city (קרפור סיטי)	תל אביב	תל ברוך	7290055700007	3990
8 דרך פועלי בנין	yellow	באר שבע	מתחם קרית הממשלה- סי	7290644700005	604
8 דרך פועלי בנין	yellow	באר שבע 	מתחם קרית הממשלה- סי	7290644700005	604
8 היצירה	yellow	פתח תקווה	קרית אריה	7290644700005	202
8 היצירה	yellow	פתח תקווה 	קרית אריה	7290644700005	202
8 שדרות אליהו	Carrefour city (קרפור סיטי)	מזכרת בתיה	מזכרת בתיה	7290055700007	3440
8 שדרות אליהו	Carrefour city (קרפור סיטי)	מזכרת בתיה 	מזכרת בתיה	7290055700007	3440
82 בן גוריון	Carrefour city (קרפור סיטי)	הרצליה	נווה אמירים	7290055700007	4130
82 בן גוריון	Carrefour city (קרפור סיטי)	הרצליה 	נווה אמירים	7290055700007	4130
87 הרצל	Carrefour market (קרפור מרקט)	רמת גן	אואזיס רמת גן	7290055700007	4420
87 הרצל	Carrefour market (קרפור מרקט)	רמת גן 	אואזיס רמת גן	7290055700007	4420
87 הרצל	מגה בעיר	רמת גן	אואזיס רמת גן	7290055700007	4420
87 הרצל	מגה בעיר	רמת גן 	אואזיס רמת גן	7290055700007	4420
89 הרצל	yellow	רמלה	רמלה קטנה	7290644700005	127
89 הרצל	yellow	רמלה 	רמלה קטנה	7290644700005	127
9 ירמיהו	yellow	תל אביב	ירמיהו	7290644700005	161
9 ככר דיזנגוף	Carrefour city (קרפור סיטי)	תל אביב	כיכר דיזינגוף	7290055700007	116
99 דרך חברון	yellow	ירושלים	אלנבי-אושיק חזן	7290644700005	530
99 דרך חברון	yellow	ירושלים 	אלנבי-אושיק חזן	7290644700005	530
https://shop.hazi-hinam.co.il/	חצי חינם אונליין		חצי חינם אונליין	7290700100008	101
https://shop.super-pharm.co.il	סופר פארם אונליין		סופר פארם אונליין	7290172900007	667
https://www.ampm.co.il/	am:pm		am:pm אונליין	7290492000005	584
https://www.carrefour.co.il/	קרפור אונליין		קרפור אונליין	7290055700007	5303
https://www.carrefour.co.il/	קרפור אונליין		קרפור אונליין	7290055700007	5304
https://www.carrefour.co.il/	קרפור אונליין		קרפור אונליין	7290055700007	9003
https://www.expressmehadrin.co.il/	אקספרס מהדרין		אקספרס מהדרין	7290058160839	152
https://www.keshet-teamim.co.il/	קשת טעמים אונליין	unknown	קשת טעמים אונליין	7290785400000	516
https://www.m2000.co.il/	מעיין 2000 אונליין		מעיין 2000 אונליין	7290058159628	50
https://www.mck.co.il/	מחסני השוק אונליין		מחסני השוק אונליין	7290661400001	97
https://www.mega.co.il	מגה אונליין		מגה אונליין	7290055700007	9090
https://www.rami-levy.co.il	רמי לוי באינטרנט		רמי לוי באינטרנט	7290058140886	39
https://www.shufersal.co.il	שופרסל אונליין		שופרסל אונליין	7290027600007	413
https://www.shuk-mehadrin.co.il	שוק מהדרין אונליין	unknown	שוק מהדרין אונליין	7290725900003	9061
https://www.shukcity.co.il/	שוק העיר אונליין	unknown	שוק העיר אונליין	7290058148776	311
https://www.tivtaam.co.il/	טיב טעם אונליין	unknown	טיב טעם בקליק	7290873255550	519
https://www.victoryonline.co.il	ויקטורי אונליין		ויקטורי אונליין	7290696200003	97
https://www.ybitan.co.il	יינות ביתן אונליין		יינות ביתן אונליין	7290725900003	9032
א.ת באר טוביה מתחם הביג	רמי לוי	קרית מלאכי	קסטינה	7290058140886	9
א.ת באר טוביה מתחם הביג	רמי לוי	קרית מלאכי 	קסטינה	7290058140886	9
א.ת החדש-שדרות	yellow	שדרות	שדרות	7290644700005	209
