address	chain_name	city	store_name	chain_code	store_code
פנים מאירות 10	ברכל	ירושלים	פנים מאירות	7290058160839	44
פנים מאירות 10	ברכל	ירושלים 	פנים מאירות	7290058160839	44
פנקס 1	נתיב החסד	עפולה	עפולה פנקס	7290058160839	54
פנקס 1	נתיב החסד	עפולה 	עפולה פנקס	7290058160839	54
פנקס 2	טיב טעם סיטי	תל אביב	פנקס 2	7290873255550	73
פסח חברוני 117	זול ובגדול	ירושלים	פסח חברוני	7290000000001	26
פסח חברוני 117	זול ובגדול	ירושלים 	פסח חברוני	7290000000001	26
פסח לב 2	ויקטורי	לוד	לוד נתב"ג	7290696200003	77
פסח לב 2	ויקטורי	לוד 	לוד נתב"ג	7290696200003	77
פרופסור שכטמן 10	סופר פארם	חדרה	מול-החוף חדרה	7290172900007	265
פרופסור שכטמן 10	סופר פארם	חדרה 	מול-החוף חדרה	7290172900007	265
פרופסור שכטמן 10	יוחננוף	חדרה	חדרה	7290803800003	22
פרופסור שכטמן 10	יוחננוף	חדרה 	חדרה	7290803800003	22
פרי מגדים 19	מעיין 2000	מעלה אדומים	מעלה אדומים	7290058159628	8
פרי מגדים 19	מעיין 2000	מעלה אדומים 	מעלה אדומים	7290058159628	8
פרימיום סנטר, המשביר 1	גוד פארם	חולון	חולון פרימיום	7290058197699	753
פרימיום סנטר, המשביר 1	גוד פארם	חולון 	חולון פרימיום	7290058197699	753
פרישמן 13	טיב טעם סיטי	תל אביב	פרישמן 13 תל אביב	7290873255550	71
פרישמן 77	סופר יודה	תל אביב	ככר רבין	7290000000002	217
פרנקל 15	am:pm	תל אביב	פרנקל	7290492000005	513
פרץ 8	ברכל	רחובות	סופר חסד	7290058160839	1
פרץ 8	ברכל	רחובות 	סופר חסד	7290058160839	1
צ.העוגן כביש 4 קיבוץ משמר השרון	סופר אלונית	משמר השרון	משמר השרון	7290492000005	655
צ.העוגן כביש 4 קיבוץ משמר השרון	סופר אלונית	משמר השרון 	משמר השרון	7290492000005	655
צאלון   21	שופרסל דיל	מודיעין-מכבים-רעות	מודיעין- סנטר	7290027600007	119
צאלון   21	שופרסל דיל	מודיעין-מכבים-רעות 	מודיעין- סנטר	7290027600007	119
צבי בורנשטין	שופרסל דיל	ירוחם	ירוחם- צבי בורנשטיין	7290027600007	188
צבי בורנשטין	שופרסל דיל	ירוחם 	ירוחם- צבי בורנשטיין	7290027600007	188
צבי פרנק 39	ויקטורי	ראשון לציון	ראשון מזרח	7290696200003	71
צבי פרנק 39	ויקטורי	ראשון לציון 	ראשון מזרח	7290696200003	71
צביה ויצחק 17	שופרסל דיל	ירושלים	ירום- גילה	7290027600007	114
צביה ויצחק 17	שופרסל דיל	ירושלים 	ירום- גילה	7290027600007	114
צה"ל 1	מחסני השוק בסיטי	קרית מלאכי	קריית מלאכי	7290661400001	71
צה"ל 1	מחסני השוק בסיטי	קרית מלאכי 	קריית מלאכי	7290661400001	71
צה"ל 34	קשת טעמים	חדרה	חדרה חדש	7290785400000	25
צה"ל 34	קשת טעמים	חדרה 	חדרה חדש	7290785400000	25
צה"ל 71, מרכ	שופרסל שלי	תל אביב	ת"א- צה"ל	7290027600007	28
צהל	yellow	קרית מלאכי	קרית מלאכי	7290644700005	115
צהל	yellow	קרית מלאכי 	קרית מלאכי	7290644700005	115
צהל 13	ברכל	צפת	מאור חיים	7290058160839	244
צהל 13	ברכל	צפת 	מאור חיים	7290058160839	244
צהל 99	רמי לוי	אשקלון	אשקלון צפון	7290058140886	56
צהל 99	רמי לוי	אשקלון 	אשקלון צפון	7290058140886	56
צומת אורה	מחסני השוק בשבילך	אורה	אורה	7290633800006	241
צומת אורה	מחסני השוק בשבילך	אורה 	אורה	7290633800006	241
צומת אלומות	מיני סופר אלונית	אלומות	אלומות	7290492000005	650
צומת אלומות	מיני סופר אלונית	אלומות 	אלומות	7290492000005	650
צומת אלונים	BE	רמת ישי	אלונים	7290027600007	642
צומת אלונים	BE	רמת ישי 	אלונים	7290027600007	642
צומת אשקלון	yellow	אשקלון	מתחם אשקלון דוד	7290644700005	166
צומת אשקלון	yellow	אשקלון 	מתחם אשקלון דוד	7290644700005	166
צומת ביל"ו	יוחננוף	כפר ביל"ו	בילו	7290803800003	4
צומת ביל"ו	יוחננוף	כפר ביל"ו 	בילו	7290803800003	4
צומת בילו , רחובות	סופר פארם	רחובות	בילו סנטר	7290172900007	52
צומת בילו , רחובות	סופר פארם	רחובות 	בילו סנטר	7290172900007	52
צומת בית חנניה	מיני סופר אלונית	בית חנניה	צומת בית חנניה	7290492000005	840
צומת בית חנניה	מיני סופר אלונית	בית חנניה 	צומת בית חנניה	7290492000005	840
צומת בית קמה	yellow	בית קמה	מתחם בית קמה	7290644700005	629
צומת בית קמה	yellow	בית קמה 	מתחם בית קמה	7290644700005	629
צומת בית שאן כביש צמח	מיני סופר אלונית	בית שאן	גני חוגה	7290492000005	933
צומת בית שאן כביש צמח	מיני סופר אלונית	בית שאן 	גני חוגה	7290492000005	933
צומת בני דרור	BE	בני דרור	דרורים	7290027600007	651
צומת בני דרור	BE	בני דרור 	דרורים	7290027600007	651
צומת בני דרור, ליד קניון דרורים	מיני סופר אלונית	בני דרור	בני דרור	7290492000005	808
צומת בני דרור, ליד קניון דרורים	מיני סופר אלונית	בני דרור 	בני דרור	7290492000005	808
צומת גבים כביש 34 ליד קיבוץ גבים	אלונית	גבים	גבים	7290492000005	905
צומת גבים כביש 34 ליד קיבוץ גבים	אלונית	גבים 	גבים	7290492000005	905
צומת גוש עציון	רמי לוי	אלון שבות	גוש עציון	7290058140886	23
צומת גוש עציון	רמי לוי	אלון שבות 	גוש עציון	7290058140886	23
צומת גילון,כביש עכו-כרמיאל	מיני סופר אלונית	גילון	גילון	7290492000005	936
צומת גילון,כביש עכו-כרמיאל	מיני סופר אלונית	גילון 	גילון	7290492000005	936
צומת גלילות	שופרסל דיל	רמת השרון	גלילות רמת השרון	7290027600007	244
צומת גלילות	שופרסל דיל	רמת השרון 	גלילות רמת השרון	7290027600007	244
צומת דבירה	מיני סופר אלונית	דביר 	דבירה	7290492000005	927
צומת דבירה	מיני סופר אלונית	דבירה	דבירה	7290492000005	927
צומת המצודות, קריית שמונה	שופרסל דיל	קרית שמונה	מצודות קריית שמונה	7290027600007	250
צומת המצודות, קריית שמונה	שופרסל דיל	קרית שמונה 	מצודות קריית שמונה	7290027600007	250
צומת העוגן	BE	מעברות	משמר השרון	7290027600007	638
צומת העוגן	BE	מעברות 	משמר השרון	7290027600007	638
צומת השיטה כביש 71 לפני בית שאן	מיני סופר אלונית	בית השיטה	בית השיטה	7290492000005	652
צומת השיטה כביש 71 לפני בית שאן	מיני סופר אלונית	בית השיטה 	בית השיטה	7290492000005	652
צומת וולקן חיפה	סופר פארם	חיפה	חוצות המפרץ	7290172900007	38
צומת וולקן חיפה	סופר פארם	חיפה 	חוצות המפרץ	7290172900007	38
צומת חוקוק כביש 90 	מיני סופר אלונית	חוקוק	חוקוק	7290492000005	914
צומת חוקוק כביש 90 	מיני סופר אלונית	חוקוק 	חוקוק	7290492000005	914
צומת טל עופרהבכניסה לאלפי מנשה	yellow	אלפי מנשה	טל עופרה	7290644700005	214
צומת טל עופרהבכניסה לאלפי מנשה	yellow	אלפי מנשה 	טל עופרה	7290644700005	214
צומת כביש 3 עם כביש 40 (צומת מסמיה	yellow	קרית מלאכי	צומת ראם	7290644700005	120
צומת כביש 3 עם כביש 40 (צומת מסמיה	yellow	קרית מלאכי 	צומת ראם	7290644700005	120
צומת כביש 453, בכניסה לישוב	מיני סופר אלונית	כפר טרומן	כפר טרומן	7290492000005	952
צומת כביש 453, בכניסה לישוב	מיני סופר אלונית	כפר טרומן 	כפר טרומן	7290492000005	952
צומת כפר סילבר	שופרסל דיל	אשקלון	אשקלון- פאור סנטר	7290027600007	135
צומת כפר סילבר	שופרסל דיל	אשקלון 	אשקלון- פאור סנטר	7290027600007	135
צומת כפר סילבר אשקלון	סופר פארם	אשקלון	שער אשקלון	7290172900007	75
צומת כפר סילבר אשקלון	סופר פארם	אשקלון 	שער אשקלון	7290172900007	75
צומת כרכור ליד פרדס חנה כביש 65	סופר אלונית	עין שמר	עין שמר	7290492000005	656
צומת כרכור ליד פרדס חנה כביש 65	סופר אלונית	עין שמר 	עין שמר	7290492000005	656
צומת עופר בכביש חיפה ת"א הישן	מיני סופר אלונית	עין איילה	עין איילה צ.עופר	7290492000005	910
צומת עופר בכביש חיפה ת"א הישן	מיני סופר אלונית	עין איילה 	עין איילה צ.עופר	7290492000005	910
צומת פוריה	רמי לוי	טבריה	טבריה	7290058140886	14
צומת פוריה	רמי לוי	טבריה 	טבריה	7290058140886	14
צומת צמח מרכז מסחרי	סופר אלונית	מעגן	צמח סופר אלונית	7290492000005	824
צומת צמח מרכז מסחרי	סופר אלונית	מעגן 	צמח סופר אלונית	7290492000005	824
צומת צמח מרכז מסחרי	ויקטורי	מעגן	צמח	7290696200003	87
צומת צמח מרכז מסחרי	ויקטורי	מעגן 	צמח	7290696200003	87
צומת צמח-עמק הירדן	yellow	טבריה	מתחם צמח	7290644700005	343
צומת צמח-עמק הירדן	yellow	טבריה 	מתחם צמח	7290644700005	343
צומת שוקתקיבוץ להב	yellow	להב	מתחם שוקת	7290644700005	615
צומת שוקתקיבוץ להב	yellow	להב 	מתחם שוקת	7290644700005	615
צומת שורש כביש תא-ירושלים	yellow	שואבה	מתחם שואבה - ניתוב-מ	7290644700005	519
צומת שורש כביש תא-ירושלים	yellow	שואבה 	מתחם שואבה - ניתוב-מ	7290644700005	519
צומת שילת	רמי לוי	מודיעין-מכבים-רעות	סניף שילת	7290058140886	10
צומת שילת	רמי לוי	מודיעין-מכבים-רעות 	סניף שילת	7290058140886	10
צונדק 109	זול ובגדול	ירושלים	רמות ב	7290000000001	24
צונדק 109	זול ובגדול	ירושלים 	רמות ב	7290000000001	24
צורן 2	יוחננוף	נתניה	נתניה	7290803800003	30
צורן 2	יוחננוף	נתניה 	נתניה	7290803800003	30
ציונה תג'ר 1	קינג סטור	תל אביב	יפו	7290058108879	18
ציזלינג אהרון 24	שופרסל אקספרס	חיפה	קריית חיים	7290027600007	304
ציזלינג אהרון 24	שופרסל אקספרס	חיפה 	קריית חיים	7290027600007	304
צמח השדה 29	ביתן מרקט	מעלה אדומים	מעלה אדומים	7290725900003	16
צמח השדה 29	ביתן מרקט	מעלה אדומים 	מעלה אדומים	7290725900003	16
צמרות	סופר פארם	הרצליה	צמרות	7290172900007	1
צמרות	סופר פארם	הרצליה 	צמרות	7290172900007	1
צריפין	סופר פארם	באר יעקב	אסף הרופא	7290172900007	264
צריפין	סופר פארם	באר יעקב 	אסף הרופא	7290172900007	264
צתחם אשודו סנטר, האורגים 9	שפע ברכת השם	אשדוד	אשדוד	7290058134977	43
צתחם אשודו סנטר, האורגים 9	שפע ברכת השם	אשדוד 	אשדוד	7290058134977	43
קדרון 10	שוק העיר	ירושלים	גבעת זאב	7290058148776	8
קדרון 10	שוק העיר	ירושלים 	גבעת זאב	7290058148776	8
קהילת סלוניקי 11	am:pm	תל אביב	סלוניקי	7290492000005	566
קהילת ציון 30	יוחננוף	עפולה	עפולה	7290803800003	37
קהילת ציון 30	יוחננוף	עפולה 	עפולה	7290803800003	37
קוגל 40	ויקטורי	חולון	חולון קוגל	7290696200003	39
קוגל 40	ויקטורי	חולון 	חולון קוגל	7290696200003	39
קוטלר 18	נתיב החסד	בני ברק	קוטלר	7290058160839	6
קוטלר 18	נתיב החסד	בני ברק 	קוטלר	7290058160839	6
קויפמן 7 מול בית גיבור	yellow	תל אביב	פז גן	7290644700005	192
קופנהגן 1	גוד פארם	שדרות	שדרות	7290058197699	905
קיבוץ	סטופמרקט	יגור	יגור	7290639000004	4
קיבוץ	סטופמרקט	יגור 	יגור	7290639000004	4
קיבוץ אילות אחרי המחסום ביציאה מאילת	מיני סופר אלונית	אילת	אילות	7290492000005	969
קיבוץ אילות אחרי המחסום ביציאה מאילת	מיני סופר אלונית	אילת 	אילות	7290492000005	969
קיבוץ בית זרע	אלונית בקיבוץ ובמושב	בית זרע	בית זרע	7290492000005	714
קיבוץ בית זרע	אלונית בקיבוץ ובמושב	בית זרע 	בית זרע	7290492000005	714
קיבוץ ברור חיל	אלונית בקיבוץ ובמושב	ברור חיל	ברור חיל	7290492000005	723
קיבוץ ברור חיל	אלונית בקיבוץ ובמושב	ברור חיל 	ברור חיל	7290492000005	723
קיבוץ גבע כרמל	אלונית בקיבוץ ובמושב	גבע כרמל	גבע כרמל	7290492000005	727
קיבוץ גבע כרמל	אלונית בקיבוץ ובמושב	גבע כרמל 	גבע כרמל	7290492000005	727
קיבוץ גונן	אלונית בקיבוץ ובמושב	גונן	גונן	7290492000005	725
קיבוץ גונן	אלונית בקיבוץ ובמושב	גונן 	גונן	7290492000005	725
קיבוץ גלויות 106	סופר ברקת	תל אביב	תל אביב קיבוץ גלויות	7290875100001	10
קיבוץ גלויות 5	ביתן מרקט	אשקלון	אשקלון בסיטי	7290725900003	65
קיבוץ גלויות 5	ביתן מרקט	אשקלון 	אשקלון בסיטי	7290725900003	65
קיבוץ גליל ים	פרשמרקט	הרצליה	גליל ים	7290876100000	1
קיבוץ גליל ים	פרשמרקט	הרצליה 	גליל ים	7290876100000	1
קיבוץ גשר	אלונית בקיבוץ ובמושב	גשר	גשר	7290492000005	701
קיבוץ גשר	אלונית בקיבוץ ובמושב	גשר 	גשר	7290492000005	701
קיבוץ העוגן	אלונית בקיבוץ ובמושב	העוגן	העוגן	7290492000005	710
קיבוץ העוגן	אלונית בקיבוץ ובמושב	העוגן 	העוגן	7290492000005	710
קיבוץ כפר הנשיא	אלונית בקיבוץ ובמושב	כפר הנשיא	כפר הנשיא	7290492000005	702
קיבוץ כפר הנשיא	אלונית בקיבוץ ובמושב	כפר הנשיא 	כפר הנשיא	7290492000005	702
קיבוץ כפר עזה, כביש 232	מיני סופר אלונית	כפר עזה	כפר-עזה	7290492000005	653
קיבוץ כפר עזה, כביש 232	מיני סופר אלונית	כפר עזה 	כפר-עזה	7290492000005	653
קיבוץ מזרע 19312	טיב טעם	עפולה	מפגש מזרע	7290873255550	30
קיבוץ מזרע 19312	טיב טעם	עפולה 	מפגש מזרע	7290873255550	30
קיבוץ מעוז חיים	אלונית בקיבוץ ובמושב	מעוז חיים	מעוז חיים	7290492000005	711
קיבוץ מעוז חיים	אלונית בקיבוץ ובמושב	מעוז חיים 	מעוז חיים	7290492000005	711
קיבוץ שפיים	סופר פארם	שפיים	שפיים	7290172900007	48
קיבוץ שפיים	סופר פארם	שפיים 	שפיים	7290172900007	48
קיבות דגניה	אלונית בקיבוץ ובמושב	דגניה א'	דגניה א	7290492000005	707
קיבות דגניה	אלונית בקיבוץ ובמושב	דגניה א' 	דגניה א	7290492000005	707
קינג ג'ורג' 25	גוד פארם	תל אביב	קינג ג'ורג	7290058197699	102
קינג ג'ורג' 27	סופר פארם	ירושלים	קינג ג'ורג'	7290172900007	286
קינג ג'ורג' 27	סופר פארם	ירושלים 	קינג ג'ורג'	7290172900007	286
קינג ג'ורג' 58	שופרסל אקספרס	תל אביב	' ת"א- קינג ג'ורג	7290027600007	354
קינג גורג 24	am:pm	תל אביב	קינג גורג	7290492000005	506
קינג גורג 8	טיב טעם סיטי	תל אביב	קינג גורג	7290873255550	89
קינג גורג 99	am:pm	תל אביב	זמנהוף	7290492000005	509
קישון 22, חוצות להב	קינג סטור	באר שבע	באר שבע	7290058108879	8
קישון 22, חוצות להב	קינג סטור	באר שבע 	באר שבע	7290058108879	8
קלאוזנר 1	שופרסל דיל	נתניה	נתניה- קלאוזנר עמליה	7290027600007	130
קלאוזנר 1	שופרסל דיל	נתניה 	נתניה- קלאוזנר עמליה	7290027600007	130
קלאוזנר 10	Carrefour market (קרפור מרקט)	רמלה 	רמלה	7290055700007	46
קלאוזנר 10	יינות ביתן	רמלה	רמלה	7290725900003	46
קלאוזנר 10	יינות ביתן	רמלה 	רמלה	7290725900003	46
קליינמן 6	זול ובגדול	ירושלים	קליינמן	7290000000001	42
קליינמן 6	זול ובגדול	ירושלים 	קליינמן	7290000000001	42
קלישר 17	נתיב החסד	בני ברק	שכון ה' קלישר	7290058160839	38
קלישר 17	נתיב החסד	בני ברק 	שכון ה' קלישר	7290058160839	38
קלר 7	שופרסל שלי	חיפה	חיפה- קלר	7290027600007	302
קלר 7	שופרסל שלי	חיפה 	חיפה- קלר	7290027600007	302
קנ.אביה שד.שאול המלך	מגה בעיר	באר שבע	קניון אביה	7290055700007	3300
קנ.אביה שד.שאול המלך	מגה בעיר	באר שבע 	קניון אביה	7290055700007	3300
קניון G	yellow	יקנעם עילית	יקנעם החדשה	7290644700005	368
קניון G	yellow	יקנעם עילית 	יקנעם החדשה	7290644700005	368
קניון אביה באר שבע	סופר פארם	באר שבע	קניון אביה	7290172900007	47
קניון אונו,  שלמה המלך 37	גוד פארם	קרית אונו	קניון אונו	7290058197699	752
קניון אונו,  שלמה המלך 37	גוד פארם	קרית אונו 	קניון אונו	7290058197699	752
קניון אורות-שד הנשיא פינת קופלביץ	yellow	אור עקיבא	אורות - שלמה עתרי	7290644700005	390
קניון אורות-שד הנשיא פינת קופלביץ	yellow	אור עקיבא 	אורות - שלמה עתרי	7290644700005	390
קניון אייס מול	BE	אילת	אייס מול אילת	7290027600007	437
קניון אייס מול	BE	אילת 	אייס מול אילת	7290027600007	437
קניון אם הדרך	סטופמרקט	בית חירות	בית חירות	7290639000004	1
קניון אם הדרך	סטופמרקט	בית חירות 	בית חירות	7290639000004	1
קניון ארנה	סטופמרקט	הרצליה	ארנה	7290639000004	2
קניון ארנה	סטופמרקט	הרצליה 	ארנה	7290639000004	2
קניון ארנה הרצליה פיתוח	סופר פארם	הרצליה	מרינה	7290172900007	110
קניון ארנה הרצליה פיתוח	סופר פארם	הרצליה 	מרינה	7290172900007	110
קניון בת ים	סופר דוש	בת ים	קניון בת ים	7290876100000	35
קניון בת ים	סופר דוש	בת ים 	קניון בת ים	7290876100000	35
קניון בת ים יוספטל 92	BE	בת ים	בת ים	7290027600007	634
קניון בת ים יוספטל 92	BE	בת ים 	בת ים	7290027600007	634
קניון גליל עליון	שופרסל דיל	חצור הגלילית	חצור- הגלילית	7290027600007	190
קניון גליל עליון	שופרסל דיל	חצור הגלילית 	חצור- הגלילית	7290027600007	190
קניון גני הדרים	שופרסל דיל	חדרה	חדרה- הפרדס	7290027600007	96
קניון גני הדרים	שופרסל דיל	חדרה 	חדרה- הפרדס	7290027600007	96
קניון דרורים	טיב טעם	בני דרור	קניון דרורים	7290873255550	22
קניון דרורים	טיב טעם	בני דרור 	קניון דרורים	7290873255550	22
קניון הבאר, מורשת ישראל 15	רמי לוי בשכונה	ראשון לציון	קניון באר	7291056200008	324
קניון הבאר, מורשת ישראל 15	רמי לוי בשכונה	ראשון לציון 	קניון באר	7291056200008	324
קניון הנגב	סופר קופיקס	באר שבע	קניון הנגב עזריאלי	7291056200008	333
קניון הנגב באר שבע	סופר פארם	באר שבע	קניון הנגב	7290172900007	18
קניון הנגב באר שבע	סופר פארם	באר שבע 	קניון הנגב	7290172900007	18
קניון הסיטי, שדרות מנחם בגין 1	שוק העיר	אשדוד	אשדוד סיטי	7290058148776	17
קניון הסיטי, שדרות מנחם בגין 1	שוק העיר	אשדוד 	אשדוד סיטי	7290058148776	17
קניון העמקים עפולה	סופר פארם	עפולה	עפולה	7290172900007	43
קניון העמקים עפולה	סופר פארם	עפולה 	עפולה	7290172900007	43
קניון הצפון , אירית 2	BE	נהריה	נהריה	7290027600007	613
קניון הצפון , אירית 2	BE	נהריה 	נהריה	7290027600007	613
קניון חוצות כרמיאל	BE	כרמיאל	כרמיאל	7290027600007	698
קניון חוצות כרמיאל	BE	כרמיאל 	כרמיאל	7290027600007	698
קניון ירושלים	סופר פארם	ירושלים	מלחה	7290172900007	30
קניון ירושלים	סופר פארם	ירושלים 	מלחה	7290172900007	30
קניון כוכב הצפון	שופרסל דיל	מעלות-תרשיחא	מעלות- דרך האלוף עוז	7290027600007	344
קניון כוכב הצפון	שופרסל דיל	מעלות-תרשיחא 	מעלות- דרך האלוף עוז	7290027600007	344
קניון כפר יונה, רחוב נעמי שמר	שופרסל דיל	כפר יונה	כפר יונה	7290027600007	173
קניון כפר יונה, רחוב נעמי שמר	שופרסל דיל	כפר יונה 	כפר יונה	7290027600007	173
קניון לב העיר	BE	נוף הגליל 	נוף הגליל - החדשה	7290027600007	617
קניון לב העיר	BE	נוף הגליל (לשעבר נצרת עילית)	נוף הגליל - החדשה	7290027600007	617
קניון לב חדרה, רוטשילד 40	ויקטורי	חדרה	חדרה בקניון	7290696200003	24
קניון לב חדרה, רוטשילד 40	ויקטורי	חדרה 	חדרה בקניון	7290696200003	24
קניון לב קצרין	מחסני השוק בשבילך	קצרין	קצרין	7290661400001	239
קניון לב קצרין	מחסני השוק בשבילך	קצרין 	קצרין	7290661400001	239
קניון מגה אור, שדרות ירושלים	רמי לוי	אריאל	אריאל	7290058140886	53
קניון מגה אור, שדרות ירושלים	רמי לוי	אריאל 	אריאל	7290058140886	53
קניון מול	קינג סטור	סח'נין	סכנין	7290058108879	7
קניון מול	קינג סטור	סח'נין 	סכנין	7290058108879	7
קניון מול הים אילת	סופר פארם	אילת	מול הים	7290172900007	53
קניון מול הים אילת	סופר פארם	אילת 	מול הים	7290172900007	53
קניון מול זכרון על כביש 4 (מול זכרון יעקב)	רמי לוי	זכרון יעקב	זכרון יעקב	7290058140886	20
קניון מול זכרון על כביש 4 (מול זכרון יעקב)	רמי לוי	זכרון יעקב 	זכרון יעקב	7290058140886	20
קניון מרגליות , הוד השרון	סופר פארם	הוד השרון	הוד השרון	7290172900007	54
קניון מרגליות , הוד השרון	סופר פארם	הוד השרון 	הוד השרון	7290172900007	54
קניון סלאמה סנטר	סופר פארם	כפר קרע	כפר-קרע	7290172900007	294
קניון סלאמה סנטר	סופר פארם	כפר קרע 	כפר-קרע	7290172900007	294
קניון עזריאלי 	BE	עכו	עכו	7290027600007	649
קניון עזריאלי 	BE	עכו 	עכו	7290027600007	649
קניון עזריאלי, לב העיר 2	BE	מודיעין-מכבים-רעות	עזריאלי מודיעין	7290027600007	666
קניון עזריאלי, לב העיר 2	BE	מודיעין-מכבים-רעות 	עזריאלי מודיעין	7290027600007	666
קניון עטרות	סופר פארם	ירושלים	עטרות	7290172900007	274
קניון עטרות	סופר פארם	ירושלים 	עטרות	7290172900007	274
קניון ערים	BE	כפר סבא	כפר סבא	7290027600007	615
קניון ערים	BE	כפר סבא 	כפר סבא	7290027600007	615
קניון פנינת הנגב ,א.ת דרומי	יינות ביתן	שדרות	שדרות 	7290725900003	1340
קניון רחובות	BE	רחובות	רחובות	7290027600007	243
קניון רחובות	BE	רחובות 	רחובות	7290027600007	243
קניון רמבלס, דני מס 2	שוק העיר	רמלה	רמלה	7290058148776	13
קניון רמבלס, דני מס 2	שוק העיר	רמלה 	רמלה	7290058148776	13
קניון רמות, שד' גולדה מאיר	שוק העיר	ירושלים	רמות	7290058148776	4
קניון רמות, שד' גולדה מאיר	שוק העיר	ירושלים 	רמות	7290058148776	4
קניון שאול המלך	שופרסל דיל	באר שבע	ב"ש- שאול המלך	7290027600007	83
קניון שאול המלך	שופרסל דיל	באר שבע 	ב"ש- שאול המלך	7290027600007	83
קניון שבעת הכוכבים, שדרות שבעת הכוכבים 8	ויקטורי	הרצליה	שבעת הכוכבים	7290696200003	74
קניון שבעת הכוכבים, שדרות שבעת הכוכבים 8	ויקטורי	הרצליה 	שבעת הכוכבים	7290696200003	74
קניון שמונה סנטר, רחוב צ'רניחובסקי	BE	קרית שמונה	קריית שמונה	7290027600007	657
קניון שמונה סנטר, רחוב צ'רניחובסקי	BE	קרית שמונה 	קריית שמונה	7290027600007	657
קניון שער העיר, רחוב יגאל אלון 1	רמי לוי	בית שמש	בית שמש	7290058140886	49
קניון שער העיר, רחוב יגאל אלון 1	רמי לוי	בית שמש 	בית שמש	7290058140886	49
קפלן 10 	מחסני השוק בסיטי	עפולה	עפולה	7290661400001	250
קפלן 10 	מחסני השוק בסיטי	עפולה 	עפולה	7290661400001	250
קק"ל (רחביה) 12	מעיין 2000	ירושלים	קק"ל	7290058159628	23
קק"ל (רחביה) 12	מעיין 2000	ירושלים 	קק"ל	7290058159628	23
קק"ל 16	Carrefour city (קרפור סיטי)	קרית טבעון 	טבעון	7290055700007	80
קק"ל 16	יינות ביתן	קרית טבעון	טבעון	7290725900003	80
קק"ל 16	יינות ביתן	קרית טבעון 	טבעון	7290725900003	80
קק"ל 2	שופרסל אקספרס	פתח תקווה	פ"ת-קק"ל	7290027600007	348
קק"ל 2	שופרסל אקספרס	פתח תקווה 	פ"ת-קק"ל	7290027600007	348
קק"ל 35	שופרסל אקספרס	פתח תקווה	פ"ת - שפירא	7290027600007	334
קק"ל 35	שופרסל אקספרס	פתח תקווה 	פ"ת - שפירא	7290027600007	334
קריון	סופר קופיקס	קרית ביאליק	קריון	7291056200008	311
קריון	סופר קופיקס	קרית ביאליק 	קריון	7291056200008	311
קריית הממשלה	קינג סטור	רמלה	רמלה	7290058108879	19
קריית הממשלה	קינג סטור	רמלה 	רמלה	7290058108879	19
קריית הפלדה 34	נטו חיסכון	עכו	עכו	7290058156016	68
קריית הפלדה 34	נטו חיסכון	עכו 	עכו	7290058156016	68
קריניצי	שופרסל אקספרס	רמת גן	קרניצי	7290027600007	768
קריניצי	שופרסל אקספרס	רמת גן 	קרניצי	7290027600007	768
קרית-שדה תעופה	סופר פארם	לוד	איירפורט סיטי	7290172900007	160
קרית-שדה תעופה	סופר פארם	לוד 	איירפורט סיטי	7290172900007	160
קרליבך 4	Carrefour city (קרפור סיטי)	תל אביב	קניון T.L.V.	7290055700007	89
קרליבך 6	אקסטרה מרקט	תל אביב	קניון TLV	7290492000005	450
קרמינצקי 3	אושר עד	תל אביב	תל אביב	7290103152017	24
קרן היסוד 1	שופרסל דיל	חולון	חולון-קרן היסוד	7290027600007	18
קרן היסוד 1	שופרסל דיל	חולון 	חולון-קרן היסוד	7290027600007	18
קרן היסוד 1	סופר פארם	חולון	קרית-שרת חולון	7290172900007	260
קרן היסוד 1	סופר פארם	חולון 	קרית-שרת חולון	7290172900007	260
קרן היסוד 2	ויקטורי	טירת כרמל	טירת הכרמל	7290696200003	48
קרן היסוד 2	ויקטורי	טירת כרמל 	טירת הכרמל	7290696200003	48
קרן היסוד 27	שופרסל אקספרס	ירושלים	קרן היסוד ירום	7290027600007	362
קרן היסוד 27	שופרסל אקספרס	ירושלים 	קרן היסוד ירום	7290027600007	362
קרן היסוד 5	פרשמרקט	קרית ביאליק	קרית ביאליק	7290876100000	5
קרן היסוד 5	פרשמרקט	קרית ביאליק 	קרית ביאליק	7290876100000	5
קרן היסוד 62	מחסני להב	קרית ביאליק	סיביניה	7290876100000	28
קרן היסוד 62	מחסני להב	קרית ביאליק 	סיביניה	7290876100000	28
קרני שומרון (יוש)	yellow	קרני שומרון	פנינת השומרון	7290644700005	183
קרני שומרון (יוש)	yellow	קרני שומרון 	פנינת השומרון	7290644700005	183
ר' יוסי בן קיסמא 17	שפע ברכת השם קרוב לבית	בית שמש	בן קיסמא	7290058134977	37
ר' יוסי בן קיסמא 17	שפע ברכת השם קרוב לבית	בית שמש 	בן קיסמא	7290058134977	37
ר' עקיבא 5	שפע ברכת השם קרוב לבית	מודיעין עילית	מודיעין עילית	7290058134977	39
ר' עקיבא 5	שפע ברכת השם קרוב לבית	מודיעין עילית 	מודיעין עילית	7290058134977	39
ראול וולנברג 9	שופרסל אקספרס	חיפה	חיפה- ראול ולנברג	7290027600007	327
ראול וולנברג 9	שופרסל אקספרס	חיפה 	חיפה- ראול ולנברג	7290027600007	327
